attomid,address_line1,avm_value,assdttlvalue,mktttlvalue,lat,lon
306051672,33 BUTTERCUP RD,0,15730,0,40.732224,-76.919543
306051676,1180 LENIG RD,0,14420,0,40.732803,-76.926655
306052342,1180 LENIG RD,0,1220,0,40.732803,-76.926655
306051675,1233 LENIG RD,198800,29530,0,40.733162,-76.927582
306051668,474 LENIG RD,0,18880,0,40.733552,-76.918883
306051682,601 LENIG RD,172000,34390,0,40.734417,-76.916742
306051667,631 LENIG RD,140000,30920,0,40.734662,-76.916302
306051685,661 LENIG RD,132000,27330,0,40.734975,-76.916021
306051688,681 LENIG RD,0,13210,0,40.735238,-76.915855
306052302,442 ROWNZY RD,132000,21550,0,40.735420,-76.954553
306051677,1217 LITTLETOWN RD,100000,15500,0,40.735430,-76.927952
306051670,726 LENIG RD,0,13590,0,40.735830,-76.915474
306052306,723 LITTLETOWN RD,134000,28790,0,40.735861,-76.927722
306051656,80 LENIG RD,0,16950,0,40.736060,-76.908042
306051683,745 LENIG RD,135000,29100,0,40.736076,-76.915308
306052355,529 ROWNZY RD,0,28880,0,40.736109,-76.955438
306052352,1305 ROWNZY RD,0,17730,0,40.736176,-76.946059
306051712,360 LENIG RD,181200,29280,0,40.736374,-76.912736
306051711,10 LITTLETOWN RD,187800,31740,0,40.737089,-76.914344
306051709,14 LITTLETOWN RD,0,57160,0,40.737130,-76.914396
306051710,62 LITTLETOWN RD,166000,29540,0,40.737668,-76.914871
306052315,161 ROWNZY RD,130000,22420,0,40.738133,-76.956296
306051686,345 LITTLETOWN RD,109000,21660,0,40.738210,-76.919584
306051681,323 LITTLETOWN RD,225000,35680,0,40.738218,-76.919155
306051690,277 LITTLETOWN RD,126000,20410,0,40.738333,-76.918336
306051669,187 LITTLETOWN RD,152000,23360,0,40.738343,-76.916712
306051713,229 LITTLETOWN RD,189000,37860,0,40.738381,-76.917466
306051714,221 LITTLETOWN RD,158000,45910,0,40.738382,-76.917324
306051708,136 LITTLETOWN RD,217000,38010,0,40.738572,-76.915680
306051715,160 LITTLETOWN RD,0,39410,0,40.738614,-76.916188
306051707,152 LITTLETOWN RD,183000,32670,32670,40.738624,-76.916037
306051704,264 LITTLETOWN RD,0,11110,0,40.738634,-76.918157
306051705,264 LITTLETOWN RD,259500,49980,0,40.738634,-76.918157
306052470,252 LITTLETOWN RD,0,37260,0,40.738648,-76.917910
306051706,202 LITTLETOWN RD,140400,18430,18430,40.738648,-76.916959
306052471,238 LITTLETOWN RD,0,43090,0,40.738652,-76.917646
306051699,541 LITTLETOWN RD,121000,23870,0,40.739214,-76.923010
306052449,594 LITTLETOWN RD,0,42460,0,40.739837,-76.923712
306052260,3066 NEITZ VALLEY RD,0,25620,0,40.740230,-76.954102
306052292,3066 NEITZ VALLEY RD,0,350,0,40.740230,-76.954102
306051679,1022 LITTLETOWN RD,0,23590,23590,40.740412,-76.925667
306052261,23 EBENEZER CHURCH RD # 25,0,46230,46230,40.740498,-76.960530
306052262,2940 NEITZ VALLEY RD,0,37700,0,40.740596,-76.956477
306052272,649 SHAFFER HILL RD,0,6730,0,40.740919,-76.925114
306052266,2497 NEITZ VALLEY RD,0,41800,0,40.742142,-76.949587
306052263,2600 NEITZ VALLEY RD,0,12690,0,40.742525,-76.947670
306052285,3377 FLINT VALLEY RD,0,14250,0,40.742842,-76.955835
306052303,2700 NEITZ VALLEY RD,0,48760,0,40.742854,-76.945793
306052265,2381 NEITZ VALLEY RD,0,93550,0,40.743264,-76.945094
306052267,2381 NEITZ VALLEY RD,0,4140,0,40.743264,-76.945094
306051736,3084 PRODUCE RD,0,28160,0,40.743800,-76.900968
306052271,1834 NEITZ VALLEY RD,0,38590,0,40.743804,-76.942720
306052297,2940 FLINT VALLEY RD,133000,28160,0,40.744551,-76.952750
306052308,2994 FLINT VALLEY RD,172300,25720,0,40.745852,-76.950415
306051731,593 PINE HOLLOW RD,0,3180,0,40.745929,-76.881792
306051735,2965 PRODUCE RD,0,16520,0,40.746206,-76.898277
306052313,2346 NEITZ VALLEY RD,0,28900,0,40.746448,-76.933499
306051730,248 JOCKEY RD,0,16870,0,40.746562,-76.883944
306052286,3034 FLINT VALLEY RD,0,10020,0,40.747154,-76.949195
306052295,3034 FLINT VALLEY RD,0,1990,0,40.747154,-76.949195
306052307,3034 FLINT VALLEY RD,0,1660,0,40.747154,-76.949195
306051734,3013 PRODUCE RD,0,3510,0,40.747302,-76.896570
306052277,441 SHAFFER HILL RD,0,21720,0,40.747406,-76.935344
306052423,1356 NEITZ VALLEY RD,0,13790,0,40.747441,-76.930262
306052279,450 SHAFFER HILL RD,0,31200,0,40.747643,-76.935633
306051747,457 JOCKEY RD,175000,37810,0,40.748283,-76.886347
306052309,3081 FLINT VALLEY RD,0,8460,0,40.748572,-76.948200
306051762,2517 PRODUCE RD,165000,32530,0,40.749063,-76.895241
306051748,511 JOCKEY RD,124000,19980,19980,40.749074,-76.886173
306052284,3117 FLINT VALLEY RD,0,22350,0,40.749302,-76.946248
306052328,156 SHAFFER HILL RD,0,41160,0,40.749804,-76.938899
306051755,2554 PRODUCE RD,119000,24920,0,40.749805,-76.895248
306052452,2554 PRODUCE RD,0,4140,0,40.749805,-76.895248
306052273,1692 NEITZ VALLEY RD,0,43580,0,40.749849,-76.924771
306052386,1202 NEITZ VALLEY RD,0,31850,0,40.750030,-76.924519
306052391,802 NEITZ VALLEY RD,0,17530,0,40.750538,-76.918053
306052385,1082 NEITZ VALLEY RD,0,7490,0,40.750615,-76.923593
306052384,1092 NEITZ VALLEY RD,0,22030,0,40.750705,-76.923446
306052403,1092 NEITZ VALLEY RD,0,330,330,40.750705,-76.923446
306052477,1092 NEITZ VALLEY RD,0,3780,0,40.750705,-76.923446
306052275,404 PENNY ANN LN,0,16720,0,40.750793,-76.932760
306052274,430 PENNY ANN LN,0,26210,0,40.750801,-76.932369
306052469,2244 PRODUCE RD,167000,40350,0,40.750816,-76.898048
306052390,844 NEITZ VALLEY RD,0,13670,0,40.750843,-76.917326
306052393,737 NEITZ VALLEY RD,211000,37930,0,40.750911,-76.919278
306052278,91 PENNY ANN LN,109000,10680,0,40.750966,-76.937466
306052430,596 NEITZ VALLEY RD,0,14940,0,40.750973,-76.921906
306051738,1985 AQUEDUCT RD,0,36210,0,40.751013,-76.888486
306052276,413 PENNY ANN LN,0,10610,0,40.751069,-76.932642
306052438,687 NEITZ VALLEY RD,0,19570,0,40.751099,-76.920185
306051739,2726 PRODUCE RD,0,19830,0,40.751231,-76.898648
306052392,869 NEITZ VALLEY RD,0,8830,0,40.751276,-76.917109
306051729,1595 AQUEDUCT RD,0,25610,0,40.751337,-76.888002
306052454,335 WINDRIDGE PL,0,7500,0,40.751394,-76.908303
306052450,2358 PRODUCE RD,105000,22840,0,40.751487,-76.899802
306052455,325 WINDRIDGE PL,0,7720,0,40.751528,-76.908329
306052456,328 WINDRIDGE PL,0,8250,0,40.751532,-76.907964
306052457,316 WINDRIDGE PL,0,2390,0,40.751693,-76.907996
306052444,2382 PRODUCE RD,187000,30540,0,40.751787,-76.900012
306052458,308 WINDRIDGE PL,0,2430,0,40.751801,-76.908017
306052459,296 WINDRIDGE PL,0,4900,0,40.751988,-76.908081
306051749,1860 AQUEDUCT RD,176000,35750,0,40.751997,-76.886512
306051752,1860 AQUEDUCT RD,0,11990,0,40.751997,-76.886512
306052460,288 WINDRIDGE PL,0,10140,0,40.752099,-76.908144
306052400,221 WINDRIDGE PL,0,93790,0,40.752289,-76.909293
306052453,221 WINDRIDGE PL,0,29160,0,40.752289,-76.909293
306052268,570 NEITZ VALLEY RD,0,290,0,40.752520,-76.913516
306052394,570 NEITZ VALLEY RD,102000,14950,0,40.752520,-76.913516
306051758,1530 AQUEDUCT RD,0,15280,0,40.752610,-76.885317
306052447,510 NEITZ VALLEY RD,0,17200,0,40.752750,-76.912983
306052293,37 NEMO LN,0,15880,0,40.753011,-76.939432
306052466,302 NEITZ VALLEY RD,198000,35800,0,40.753028,-76.912305
306052401,1929 PRODUCE RD,0,17990,0,40.753037,-76.901862
306052422,1932 PRODUCE RD,119000,16020,0,40.753251,-76.901613
306052451,111 KYRIOS WAY,198000,43840,0,40.753279,-76.904424
306052290,922 RESERVOIR HILL RD,0,20390,0,40.753341,-76.938336
306052473,1281 FLINT VALLEY RD,172000,43980,0,40.753348,-76.936585
306052300,925 RESERVOIR HILL RD,0,17840,0,40.753377,-76.938332
306052467,372 NEITZ VALLEY RD,146000,68340,0,40.753521,-76.911077
306052468,412 NEITZ VALLEY RD,129000,25090,25090,40.753810,-76.910371
306052437,141 BRESSLER LN,110000,22680,0,40.753960,-76.915138
306052399,144 BRESSLER LN,105000,15450,0,40.754130,-76.914837
306052439,144 BRESSLER LN,0,500,0,40.754130,-76.914837
306052436,435 NEITZ VALLEY RD,0,10440,0,40.754224,-76.910129
306051761,800 INCH HILL RD,177000,27280,0,40.754401,-76.886588
306052398,463 NEITZ VALLEY RD,0,6180,0,40.754434,-76.909648
306052369,501 RESERVOIR HILL RD,137000,25530,0,40.754546,-76.936825
306051757,816 INCH HILL RD,144600,20810,0,40.754561,-76.886764
306051745,739 INCH HILL RD,0,9420,0,40.754788,-76.887496
306052371,534 RESERVOIR HILL RD,0,24030,0,40.754804,-76.936456
306052463,90 NEITZ VALLEY RD,246500,50430,0,40.754942,-76.907700
306052428,67 NEITZ VALLEY RD,176000,32820,32820,40.755041,-76.908211
306052404,268 COUNTRY RD,74640,32050,0,40.755122,-76.914526
306052396,386 COUNTRY RD,179000,31970,0,40.755196,-76.915979
306052464,130 NEITZ VALLEY RD,0,44550,0,40.755216,-76.907034
306051763,774 INCH HILL RD,115000,20830,20830,40.755227,-76.887997
306051811,734 DAM HILL RD,346000,81850,0,40.755513,-76.885612
306052431,137 NEITZ VALLEY RD,113000,14210,0,40.755519,-76.907055
306052465,248 NEITZ VALLEY RD,0,39870,0,40.756023,-76.905073
306052443,1444 FLINT VALLEY RD,163000,29530,0,40.756145,-76.931466
306052382,1491 FLINT VALLEY RD,0,10580,0,40.756468,-76.929929
306052462,1878 PRODUCE RD,141000,32960,0,40.756758,-76.903994
306052180,240 RESERVOIR HILL RD,92810,14250,0,40.757236,-76.936135
306052178,267 RESERVOIR HILL RD,109000,18290,0,40.757312,-76.936523
306052179,280 RESERVOIR HILL RD,0,19820,0,40.757367,-76.936673
306052402,1774 PRODUCE RD,0,15650,0,40.757521,-76.903591
306052229,308 RESERVOIR HILL RD,162000,40260,40260,40.757576,-76.936901
306052440,305 INCH HILL RD,182000,39110,39110,40.757629,-76.891918
306052228,359 RESERVOIR HILL RD,122000,26860,0,40.758046,-76.937365
306052230,359 RESERVOIR HILL RD,0,6840,6840,40.758046,-76.937365
306051786,904 DAM HILL RD,191000,43200,0,40.758452,-76.881184
306051826,904 DAM HILL RD,0,3850,0,40.758452,-76.881184
306052448,490 INCH HILL RD,212200,33100,33100,40.759965,-76.893169
306052380,1194 FLINT VALLEY RD,0,30570,30570,40.759970,-76.922893
306052499,278 FLINT VALLEY RD,0,19190,0,40.760482,-76.922213
306052474,540 INCH HILL RD,135000,26890,0,40.760558,-76.893141
306052574,389 FLINT VALLEY RD,328400,37790,0,40.760758,-76.921146
306052445,600 INCH HILL RD,115000,20480,0,40.761395,-76.892874
306052434,645 INCH HILL RD,158400,23720,0,40.762093,-76.893014
306052419,1664 PRODUCE RD,33220,3090,0,40.762145,-76.894299
306045665,639 HIDDEN VALLEY RD,0,1940,0,40.762203,-76.876116
306045639,345 HIDDEN ACRE LN,132900,15420,0,40.762204,-76.882037
306045666,661 HIDDEN VALLEY RD,0,16530,0,40.762204,-76.876576
306045667,673 HIDDEN VALLEY RD,0,18230,0,40.762205,-76.876827
306045664,615 HIDDEN VALLEY RD,134000,23920,0,40.762260,-76.875599
306045638,269 HIDDEN ACRE LN,0,7090,0,40.762281,-76.881051
306045663,601 HIDDEN VALLEY RD,164400,24490,0,40.762294,-76.875309
306045659,88 VALLEY VIEW LN,200200,25250,0,40.762312,-76.875105
306045680,88 VALLEY VIEW LN,0,3430,0,40.762312,-76.875105
306045671,399 HIDDEN ACRE LN,0,9850,9850,40.762419,-76.882963
306045660,62 VALLEY VIEW LN,107800,10850,0,40.762425,-76.874544
306045684,484 HIDDEN VALLEY RD,148000,26330,0,40.762444,-76.875519
306052575,493 FLINT VALLEY RD,179000,37760,0,40.762475,-76.917918
306045670,642 HIDDEN VALLEY RD,99000,15020,0,40.762480,-76.877068
306045668,724 HIDDEN VALLEY RD,150400,19850,0,40.762484,-76.878325
306045669,542 HIDDEN VALLEY RD,119000,19910,19910,40.762542,-76.875563
306052435,683 INCH HILL RD,152000,32900,0,40.762611,-76.892814
306045661,28 VALLEY VIEW LN,135000,22900,0,40.762619,-76.873887
306052567,420 FLINT VALLEY RD,0,28430,0,40.762692,-76.918135
306045674,59 VALLEY VIEW LN,116000,18110,0,40.762706,-76.874585
306045662,10 VALLEY VIEW LN,126000,21830,0,40.762708,-76.873527
306045675,557 HIDDEN VALLEY RD,170500,25080,0,40.762871,-76.874949
306052420,1123 PRODUCE RD,0,21970,21970,40.763121,-76.892604
306045686,12 HIDEAWAY HL,178000,41170,41170,40.763669,-76.872536
306045679,95 HIDEAWAY HL,262100,52330,0,40.763839,-76.873680
306045687,92 HIDDEN VALLEY RD,176000,34960,0,40.763877,-76.872067
306045688,215 HIDEAWAY HL,204000,46040,0,40.764407,-76.875103
306052573,617 FLINT VALLEY RD,108000,67330,0,40.764414,-76.914071
306045678,214 HIDDEN VALLEY RD,176000,34120,0,40.765192,-76.873053
306052417,212 ROCKY RIDGE RD,0,27150,0,40.765308,-76.896737
306052409,993 ROCKY RIDGE RD,0,7420,0,40.765339,-76.903782
306052414,591 ROCKY RIDGE RD,0,5010,0,40.765464,-76.900165
306052446,135 ROCKY RIDGE RD,0,39960,0,40.765605,-76.896062
306045677,261 HIDDEN VALLEY RD,184300,28280,28280,40.765923,-76.873242
306045673,275 HIDDEN VALLEY RD,162000,32180,0,40.766084,-76.873321
306052578,769 FLINT VALLEY RD,185000,39040,0,40.766122,-76.908768
306045690,990 S FRONT ST,0,32490,0,40.766230,-76.858927
306045695,980 S FRONT ST,97000,12200,0,40.766314,-76.858385
306052433,714 FLINT VALLEY RD,53550,6660,0,40.766318,-76.909033
306045700,903 S FRONT ST,0,11170,0,40.766363,-76.858077
306045699,905 S FRONT ST,0,7690,0,40.766525,-76.858114
306052568,801 FLINT VALLEY RD,204000,38460,0,40.766581,-76.907725
306045698,907 S FRONT ST,0,9170,9170,40.766670,-76.858149
306045691,90 MUSSER LN,0,10000,0,40.767012,-76.873464
306045643,4274 MIDDLE CREEK RD,0,10140,0,40.767155,-76.883961
306045644,4128 MIDDLE CREEK RD,0,45370,0,40.767237,-76.885204
306045658,915 S FRONT ST,82210,8130,0,40.767251,-76.858290
306045645,3920 MIDDLE CREEK RD,87060,9020,0,40.767319,-76.889778
306051784,96 DAM HILL RD,196000,40220,0,40.767325,-76.870498
306045653,4757 MIDDLE CREEK RD,0,9090,0,40.767349,-76.881370
306051820,59 HOOVER LN,173800,25030,0,40.767350,-76.870702
306045646,4009 MIDDLE CREEK RD,0,28150,0,40.767355,-76.888195
306045701,4009 MIDDLE CREEK RD,0,8440,0,40.767355,-76.888195
306045642,4279 MIDDLE CREEK RD,120500,12190,0,40.767380,-76.882721
306045654,4717 MIDDLE CREEK RD,0,59040,0,40.767442,-76.880829
306045636,54 MUSSER LN,0,6100,6100,40.767470,-76.873815
306052379,889 FLINT VALLEY RD,142000,17090,0,40.767749,-76.904785
306045694,4633 MIDDLE CREEK RD,0,36090,0,40.767753,-76.879562
306045635,20 MUSSER LN,0,26330,0,40.767877,-76.874222
306045683,20 MUSSER LN,0,610,0,40.767877,-76.874222
306051813,139 HOOVER LN,162000,29120,0,40.767956,-76.871829
306052378,844 FLINT VALLEY RD,0,7070,0,40.767975,-76.904994
306045641,4321 MIDDLE CREEK RD,0,11370,0,40.768278,-76.875170
306045652,4560 MIDDLE CREEK RD,0,12110,0,40.768292,-76.876437
306045672,4397 MIDDLE CREEK RD,132000,21410,0,40.768544,-76.876291
306045647,3727 MIDDLE CREEK RD,0,30680,0,40.768903,-76.892022
306052432,918 FLINT VALLEY RD,109000,22260,0,40.769215,-76.903622
306045648,908 BAKE OVEN HILL RD,0,77340,0,40.769379,-76.889810
306051777,908 BAKE OVEN HILL RD,0,9590,0,40.769379,-76.889810
306052489,3333 ROUTE 35,140000,53620,0,40.770527,-76.916880
306045697,1020 BAKE OVEN HILL RD,223200,34570,0,40.770547,-76.888654
306052490,3300 ROUTE 35,152000,24070,0,40.770618,-76.917335
306052503,307 PRODUCE RD,0,29350,0,40.770621,-76.902412
306052566,3340 ROUTE 35,113100,16880,0,40.770807,-76.916978
306045692,1060 BAKE OVEN HILL RD,113000,20430,0,40.770951,-76.888223
306052500,354 PRODUCE RD,0,81990,81990,40.771004,-76.902328
306052553,354 PRODUCE RD,0,1320,0,40.771004,-76.902328
306046479,3528 MIDDLE CREEK RD,0,71700,0,40.771164,-76.895313
306045572,3013 MIDDLE CREEK RD,0,12550,0,40.771689,-76.896166
306046495,3055 MIDDLE CREEK RD,154000,21910,0,40.772051,-76.896764
306046498,3087 MIDDLE CREEK RD,142800,20060,0,40.772215,-76.897313
306046480,3115 MIDDLE CREEK RD,0,12950,0,40.772339,-76.897778
306052501,703 PRODUCE RD,0,7000,0,40.772488,-76.903895
306052502,750 PRODUCE RD,140800,19840,0,40.772890,-76.903843
306052504,2701 ROUTE 35,119000,6260,0,40.772948,-76.911650
306052506,2620 ROUTE 35,144100,18690,0,40.773028,-76.912564
306052426,784 PRODUCE RD,136000,25200,0,40.773040,-76.903991
306052505,2656 ROUTE 35,0,93990,0,40.773123,-76.912185
306052497,2793 ROUTE 35,0,26500,0,40.773131,-76.910689
306046482,504 BAKE OVEN HILL RD,131000,25670,0,40.773240,-76.884411
306052416,836 PRODUCE RD,0,12530,0,40.773270,-76.904217
306046483,524 BAKE OVEN HILL RD,0,11000,0,40.773411,-76.884046
306052498,2892 ROUTE 35,172000,38970,38970,40.773600,-76.909709
306045676,595 BAKE OVEN HILL RD,119000,20750,0,40.773633,-76.882456
306046629,588 BAKE OVEN HILL RD,136000,27150,0,40.773859,-76.882710
306052582,3986 ROUTE 35,178000,40130,0,40.773884,-76.911241
306052491,3127 ROUTE 35,139000,22800,0,40.773890,-76.907209
306052494,3038 ROUTE 35,114000,18550,18550,40.773908,-76.908201
306052493,3166 ROUTE 35,148000,23910,0,40.774281,-76.906925
306045649,741 BAKE OVEN HILL RD,0,8680,0,40.774463,-76.879335
306052533,3240 ROUTE 35,105000,24040,0,40.774542,-76.906217
306052597,3262 ROUTE 35,264100,68030,0,40.774629,-76.906009
306052586,3280 ROUTE 35,234100,56360,0,40.774699,-76.905838
306045651,471 BAKE OVEN HILL RD,0,22110,0,40.774772,-76.878192
306052507,2388 ROUTE 35,67110,9600,0,40.775100,-76.904994
306046642,438 BAKE OVEN HILL RD,0,40570,0,40.775188,-76.877699
306046645,438 BAKE OVEN HILL RD,0,3960,0,40.775188,-76.877699
306052565,2442 ROUTE 35,0,66500,0,40.775343,-76.904482
306052596,2442 ROUTE 35,0,16940,0,40.775343,-76.904482
306046644,94 BAKE OVEN HILL RD,205000,40950,0,40.775513,-76.875710
306046511,136 BAKE OVEN HILL RD,176000,32310,0,40.775634,-76.874958
306046484,229 BAKE OVEN HILL RD,0,37010,0,40.775709,-76.873234
306046504,180 BAKE OVEN HILL RD,137000,22090,0,40.775764,-76.874179
306046503,220 BAKE OVEN HILL RD,146000,24730,0,40.775920,-76.873496
306052510,2123 ROUTE 35,0,8410,0,40.776073,-76.902011
306046516,729 OLD 11 AND 15 RD,0,24150,0,40.776091,-76.869411
306052509,2133 ROUTE 35,0,7350,0,40.776149,-76.901822
306052508,2153 ROUTE 35,106900,10130,0,40.776301,-76.901443
306046499,416 BAKE OVEN HILL RD,135000,22700,0,40.776585,-76.870075
306045560,2870 MIDDLE CREEK RD,81920,11700,0,40.776780,-76.900755
306045565,2957 MIDDLE CREEK RD,66390,9600,0,40.777195,-76.900762
306045566,2964 MIDDLE CREEK RD,67400,9160,0,40.777326,-76.900908
306046486,1601 S MARKET ST,157000,26570,26570,40.777629,-76.869621
306045559,2844 MIDDLE CREEK RD,105000,18440,0,40.777771,-76.901923
306045568,2983 MIDDLE CREEK RD,0,5960,0,40.777774,-76.901277
306045567,2992 MIDDLE CREEK RD,60670,8750,0,40.777938,-76.901565
306045569,2995 MIDDLE CREEK RD,0,15080,0,40.777983,-76.901671
306045590,2995 MIDDLE CREEK RD,0,490,0,40.777983,-76.901671
306045561,2908 MIDDLE CREEK RD,126000,20660,0,40.778089,-76.901960
306045571,2908 MIDDLE CREEK RD,0,6770,0,40.778089,-76.901960
306046462,1398 S MARKET ST,0,15650,0,40.778261,-76.869889
306045558,2822 MIDDLE CREEK RD,0,3020,0,40.778270,-76.903258
306045564,2933 MIDDLE CREEK RD,99120,14840,0,40.778392,-76.902776
306045573,1770 ROUTE 35,141000,27320,0,40.778612,-76.895061
306046478,1649 ROUTE 35,105800,13040,0,40.779029,-76.892684
306046481,1697 ROUTE 35,0,2230,0,40.779278,-76.891844
306046512,1389 SAND HILL RD,130000,25280,0,40.779280,-76.895026
306045557,2784 MIDDLE CREEK RD,100700,10200,0,40.779297,-76.904805
306046510,1411 SAND HILL RD,141000,28860,0,40.779526,-76.894785
306046606,27 WEDGEWOOD DR,151000,24470,0,40.779798,-76.874149
306046607,25 WEDGEWOOD DR,177000,30620,0,40.779804,-76.874149
306046603,22 WEDGEWOOD DR,147000,24530,0,40.779810,-76.874511
306046605,26 WEDGEWOOD DR,170500,24570,0,40.779810,-76.874511
306046608,23 WEDGEWOOD DR,196000,38810,0,40.779810,-76.874149
306046604,24 WEDGEWOOD DR,188000,33550,0,40.779816,-76.874511
306046509,1443 SAND HILL RD,124000,24880,0,40.779823,-76.894294
306046508,1475 SAND HILL RD,140000,29250,0,40.780125,-76.893777
306045555,2636 MIDDLE CREEK RD,0,12790,0,40.780136,-76.907636
306046602,20 WEDGEWOOD DR,154000,26360,0,40.780272,-76.874489
306046494,1495 SAND HILL RD,132000,25690,0,40.780313,-76.893454
306046493,1524 S MARKET ST,0,72800,0,40.780342,-76.869483
306046609,21 WEDGEWOOD DR,230200,33320,0,40.780382,-76.874110
306045556,2733 MIDDLE CREEK RD,0,34040,0,40.780407,-76.907578
306046500,1486 SAND HILL RD,142000,30390,0,40.780475,-76.893766
306045601,2187 MIDDLE CREEK RD,104000,17370,0,40.780572,-76.908472
306045551,2176 MIDDLE CREEK RD,0,5220,0,40.780659,-76.909846
306046619,18 WEDGEWOOD DR,200000,39250,0,40.780713,-76.874429
306045574,1541 SAND HILL RD,151000,33730,33730,40.780747,-76.892711
306045586,1516 SAND HILL RD,117000,22670,0,40.780757,-76.893281
306046438,US-15 N & S SUSQUEHANNA TRL,0,18020,0,40.780930,-76.865430
306046485,US-15 N & S SUSQUEHANNA TRL,0,11390,0,40.780930,-76.865430
306046487,US-15 N & S SUSQUEHANNA TRL,0,81780,0,40.780930,-76.865430
306049270,US-15 N & S SUSQUEHANNA TRL,0,12530,0,40.780930,-76.865430
306046610,19 WEDGEWOOD DR,255500,44870,0,40.780942,-76.874010
306045575,1579 SAND HILL RD,157000,35610,35610,40.781097,-76.892094
306046601,16 WEDGEWOOD DR,219600,34740,0,40.781173,-76.874305
306046611,17 WEDGEWOOD DR,181700,21730,0,40.781517,-76.873818
306046612,15 WEDGEWOOD DR,168000,29530,0,40.781519,-76.873817
306052531,3908 CREEK MOUNTAIN RD,0,31190,0,40.781577,-76.920771
306046600,12 WEDGEWOOD DR,236000,28940,0,40.781601,-76.874163
306046650,14 WEDGEWOOD DR,196500,20170,0,40.781603,-76.874162
306045655,898 S FRONT ST,144000,22030,0,40.781610,-76.859123
306045552,2316 MIDDLE CREEK RD,78200,10780,0,40.781785,-76.911891
306045605,1628 SAND HILL RD,167800,24050,0,40.781792,-76.891446
306046613,13 WEDGEWOOD DR,151000,23180,0,40.781936,-76.873697
306045553,2411 MIDDLE CREEK RD,0,18450,0,40.782059,-76.911774
306046614,11 WEDGEWOOD DR,137000,22320,0,40.782348,-76.873589
306046440,63 OLD 11 AND 15 RD,130000,18640,0,40.782426,-76.867698
306046461,1273 S MARKET ST,0,72710,0,40.782473,-76.868668
306046477,1409 ROUTE 35,0,40820,0,40.782509,-76.880806
306046460,1270 S MARKET ST,0,22050,0,40.782511,-76.869026
306046581,6 OXFORD DR,0,11960,0,40.782535,-76.870272
306046582,4 OXFORD DR,0,3500,0,40.782573,-76.870549
306046519,870 S FRONT ST,0,2188640,0,40.782584,-76.858793
306046476,733 ROUTE 35,0,14150,0,40.782609,-76.880469
306046599,10 WEDGEWOOD DR,158000,26020,0,40.782616,-76.873902
306046583,2 OXFORD DR,121200,12350,0,40.782616,-76.870836
306046475,737 ROUTE 35,105000,13980,0,40.782625,-76.880413
306046580,9 OXFORD DR,0,10980,0,40.782753,-76.869827
306046615,9 WEDGEWOOD DR,166000,29720,0,40.782773,-76.873507
306046579,7 OXFORD DR,0,7870,0,40.782786,-76.870065
306046578,5 OXFORD DR,0,7720,0,40.782818,-76.870302
306046577,3 OXFORD DR,0,7450,0,40.782850,-76.870539
306046576,1 OXFORD DR,0,7720,0,40.782884,-76.870764
306045554,2519 MIDDLE CREEK RD,121000,21160,0,40.782888,-76.913323
306046473,1329 SAND HILL RD,0,27870,0,40.782991,-76.888894
306045598,1910 MIDDLE CREEK RD,142000,25800,0,40.783010,-76.914114
306052577,1910 MIDDLE CREEK RD,0,630,0,40.783010,-76.914114
306046459,1210 S MARKET ST # 1242,0,106830,0,40.783236,-76.868863
306046616,7 WEDGEWOOD DR,192400,24200,0,40.783254,-76.873529
306046575,2 YALE DR,0,6880,0,40.783341,-76.870698
306046574,4 YALE DR,0,2570,0,40.783348,-76.870680
306046573,6 YALE DR,0,6880,0,40.783354,-76.870663
306046572,8 YALE DR,0,2000,0,40.783361,-76.870645
306046571,12 YALE DR,0,6880,0,40.783373,-76.870609
306046570,14 YALE DR,0,4650,0,40.783380,-76.870592
306046586,16 LENOX DR,0,6950,0,40.783388,-76.870905
306046584,20 LENOX DR,75980,5980,0,40.783392,-76.870913
306046585,18 LENOX DR,0,4190,0,40.783409,-76.870922
306046598,1 GREYSTONE CT # 8,0,136440,0,40.783471,-76.873860
306046587,14 LENOX DR,0,6880,0,40.783534,-76.871014
306046472,496 AIRTOWER RD,0,31530,0,40.783585,-76.888466
306046565,7 YALE DR,0,2000,0,40.783618,-76.870770
306046566,9 YALE DR,0,9900,0,40.783624,-76.870753
306046567,11 YALE DR,0,8850,0,40.783630,-76.870735
306046568,13 YALE DR,0,7150,0,40.783637,-76.870718
306046569,15 YALE DR,0,6880,0,40.783643,-76.870701
306046617,5 WEDGEWOOD DR,159500,17610,0,40.783669,-76.873764
306046588,12 LENOX DR,0,14620,0,40.783687,-76.871121
306046620,2 MINTON DR,138000,21120,0,40.783774,-76.874027
306046597,4 WEDGEWOOD DR,146000,23100,0,40.783829,-76.874255
306046618,4 MINTON DR,164000,22960,0,40.783840,-76.873878
306046529,6 MINTON DR,0,8920,0,40.783899,-76.873739
306046564,11 LENOX DR,0,5010,0,40.783935,-76.870886
306046528,8 MINTON DR,0,7770,0,40.783954,-76.873583
306046457,1150 S MARKET ST,163000,27860,0,40.783980,-76.868692
306046589,8 LENOX DR,0,2990,0,40.783986,-76.871325
306046527,10 MINTON DR,0,7210,0,40.783995,-76.873444
306046631,9 DEVON CT # 24,0,157820,0,40.784011,-76.874390
306046638,7 DEVON CT,96000,12180,0,40.784023,-76.874349
