Parameter_1 Parameter_2 S2 S2_conf_low S2_conf_high
mu sigma -0.0737619034385421 -0.0802067068808731 -0.0676013321851745
mu xi 0.0592237541341313 0.0527746583538695 0.0653385830676803
mu dd 0.00520558877894822 -0.00113192590738737 0.0113747585815053
mu dr 0.00288618237234953 -0.00340080238709836 0.00892353173563586
mu life 0.00980043015735821 0.0033296750448251 0.0159875218203814
sigma xi 0.0453737278385066 0.0388786655828367 0.0516716021437841
sigma dd 0.00981275821513569 0.0033760102929932 0.0161708932312752
sigma dr 0.00337568532555877 -0.00293438618215997 0.00940205254621544
sigma life 0.0165536938024506 0.0100208209601716 0.022926382193227
xi dd -0.00196922064270613 -0.00842071301010259 0.00439687785895105
xi dr 0.00205276305644621 -0.00426775709578059 0.00808636375709255
xi life -0.0114103126152734 -0.0179293261019524 -0.00500699500203428
dd dr 0.00316063914301688 -0.00320456543054589 0.00916917584480213
dd life 0.0141266845599846 0.00742601901282165 0.0205376295524763
dr life 0.00873406226549944 0.00240780841260446 0.0148900748071419
