# //UNITED STATES GEOLOGICAL SURVEY       http://water.usgs.gov/
# //NATIONAL WATER INFORMATION SYSTEM     http://water.usgs.gov/data.html
# //DATA ARE PROVISIONAL AND SUBJECT TO CHANGE UNTIL PUBLISHED BY USGS
# //RETRIEVED: 2019-02-06 13:35:02
# //WARNING
# //WARNING The stage-discharge rating provided in this file should be
# //WARNING considered provisional and subject to change. Stage-discharge
# //WARNING ratings change over time as the channel features that control
# //WARNING the relation between stage and discharge vary. Users are
# //WARNING cautioned to consider carefully the applicability of this
# //WARNING rating before using it for decisions that concern personal or
# //WARNING public safety or operational consequences.
# //WARNING
# //WARNING This rating does not include any shifts that may have been
# //WARNING used along with this base rating in converting stage to
# //WARNING discharge at this site. Stage data processed with the rating
# //WARNING thus may not match that displayed or published by the USGS.
# //WARNING
# //FILE TYPE="NWIS RATING" 
# //DATABASE NUMBER=01 DESCRIPTION=" Standard data base for this site."
# //STATION AGENCY="USGS " NUMBER="01554000       " TIME_ZONE="EST" DST_FLAG=Y
# //STATION NAME="Susquehanna River at Sunbury, PA"
# //LABEL="Discharge (ft^3/s)"
# //PARAMETER CODE="00060"
# //RATING SHIFTED="20190206133502 EST"
# //RATING ID="18.0" TYPE="STGQ" NAME="stage-discharge" AGING=????
# //RATING REMARKS="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //RATING EXPANSION="logarithmic"
# //RATING BREAKPOINT1=1.050000E+01
# //RATING OFFSET1=3.500000E+00 OFFSET2=4.400000E+00
# //RATING_INDEP ROUNDING="????" PARAMETER="Gage height (ft)"
# //RATING_DEP ROUNDING="????" PARAMETER="Discharge (ft^3/s)"
# //RATING_DATETIME BEGIN=20101102230000 BZONE=-05:00 END=20170120000000 EZONE=-05:00 AGING=1
# //RATING_DATETIME COMMENT="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //RATING_DATETIME BEGIN=20170120000000 BZONE=-05:00 END=-------------- EZONE=--- AGING=1
# //RATING_DATETIME COMMENT="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //SHIFT_PREV BEGIN="20190205125942" BZONE="-05:00" END="--------------" EZONE="---"
# //SHIFT_PREV STAGE1="6.00" SHIFT1="0.15" STAGE2="8.00" SHIFT2="0.00"
# //SHIFT_PREV COMMENT="M563: data aging, continue until disproven"
# //SHIFT_NEXT BEGIN="--------------" BZONE="---" END="--------------" EZONE="---"
# //SHIFT_NEXT STAGE1="---" SHIFT1="---" STAGE2="---" SHIFT2="---" STAGE3="---" SHIFT3="---"
# //SHIFT_NEXT COMMENT=" "
INDEP	SHIFT	DEP	STOR
10.64	0.00	35639.21	
10.65	0.00	35748.94	
10.66	0.00	35858.83	
10.67	0.00	35968.88	
10.68	0.00	36079.09	
10.69	0.00	36189.46	
10.70	0.00	36300.00	*
10.71	0.00	36399.49	
10.72	0.00	36499.09	
10.73	0.00	36598.80	
10.74	0.00	36698.63	
10.75	0.00	36798.57	
10.76	0.00	36898.63	
10.77	0.00	36998.80	
10.78	0.00	37099.09	
10.79	0.00	37199.49	
10.80	0.00	37300.00	*
10.81	0.00	37409.33	
10.82	0.00	37518.81	
10.83	0.00	37628.43	
10.84	0.00	37738.21	
10.85	0.00	37848.14	
10.86	0.00	37958.21	
10.87	0.00	38068.43	
10.88	0.00	38178.81	
10.89	0.00	38289.33	
10.90	0.00	38400.00	*
10.91	0.00	38499.53	
10.92	0.00	38599.16	
10.93	0.00	38698.90	
10.94	0.00	38798.75	
10.95	0.00	38898.69	
10.96	0.00	38998.75	
10.97	0.00	39098.90	
10.98	0.00	39199.17	
10.99	0.00	39299.53	
11.00	0.00	39400.00	*
11.01	0.00	39503.46	
11.02	0.00	39607.04	
11.03	0.00	39710.74	
11.04	0.00	39814.54	
11.05	0.00	39918.47	
11.06	0.00	40022.50	
11.07	0.00	40126.65	
11.08	0.00	40230.92	
11.09	0.00	40335.30	
11.10	0.00	40439.79	
11.11	0.00	40544.40	
11.12	0.00	40649.13	
11.13	0.00	40753.96	
11.14	0.00	40858.91	
11.15	0.00	40963.98	
11.16	0.00	41069.16	
11.17	0.00	41174.45	
11.18	0.00	41279.86	
11.19	0.00	41385.38	
11.20	0.00	41491.01	
11.21	0.00	41596.76	
11.22	0.00	41702.62	
11.23	0.00	41808.60	
11.24	0.00	41914.69	
11.25	0.00	42020.89	
11.26	0.00	42127.21	
11.27	0.00	42233.64	
11.28	0.00	42340.18	
11.29	0.00	42446.84	
11.30	0.00	42553.61	
11.31	0.00	42660.50	
11.32	0.00	42767.49	
11.33	0.00	42874.61	
11.34	0.00	42981.83	
11.35	0.00	43089.17	
11.36	0.00	43196.62	
11.37	0.00	43304.18	
11.38	0.00	43411.86	
11.39	0.00	43519.65	
11.40	0.00	43627.55	
11.41	0.00	43735.56	
11.42	0.00	43843.69	
11.43	0.00	43951.93	
11.44	0.00	44060.29	
11.45	0.00	44168.75	
11.46	0.00	44277.33	
11.47	0.00	44386.03	
11.48	0.00	44494.83	
11.49	0.00	44603.75	
11.50	0.00	44712.78	
11.51	0.00	44821.92	
11.52	0.00	44931.17	
11.53	0.00	45040.54	
11.54	0.00	45150.02	
11.55	0.00	45259.61	
11.56	0.00	45369.32	
11.57	0.00	45479.13	
11.58	0.00	45589.06	
11.59	0.00	45699.10	
11.60	0.00	45809.26	
11.61	0.00	45919.52	
11.62	0.00	46029.90	
11.63	0.00	46140.39	
11.64	0.00	46250.99	
11.65	0.00	46361.70	
11.66	0.00	46472.52	
11.67	0.00	46583.46	
11.68	0.00	46694.51	
11.69	0.00	46805.67	
11.70	0.00	46916.94	
11.71	0.00	47028.32	
11.72	0.00	47139.82	
11.73	0.00	47251.43	
11.74	0.00	47363.14	
11.75	0.00	47474.97	
11.76	0.00	47586.91	
11.77	0.00	47698.97	
11.78	0.00	47811.13	
11.79	0.00	47923.41	
11.80	0.00	48035.79	
11.81	0.00	48148.29	
11.82	0.00	48260.90	
11.83	0.00	48373.62	
11.84	0.00	48486.45	
11.85	0.00	48599.39	
11.86	0.00	48712.45	
11.87	0.00	48825.61	
11.88	0.00	48938.89	
11.89	0.00	49052.27	
11.90	0.00	49165.77	
11.91	0.00	49279.38	
11.92	0.00	49393.10	
11.93	0.00	49506.93	
11.94	0.00	49620.87	
11.95	0.00	49734.92	
11.96	0.00	49849.08	
11.97	0.00	49963.35	
11.98	0.00	50077.74	
11.99	0.00	50192.23	
12.00	0.00	50306.83	
12.01	0.00	50421.55	
12.02	0.00	50536.37	
12.03	0.00	50651.31	
12.04	0.00	50766.35	
12.05	0.00	50881.51	
12.06	0.00	50996.78	
12.07	0.00	51112.15	
12.08	0.00	51227.64	
12.09	0.00	51343.24	
12.10	0.00	51458.94	
12.11	0.00	51574.76	
12.12	0.00	51690.69	
12.13	0.00	51806.72	
12.14	0.00	51922.87	
12.15	0.00	52039.13	
12.16	0.00	52155.49	
12.17	0.00	52271.97	
12.18	0.00	52388.56	
12.19	0.00	52505.25	
12.20	0.00	52622.06	
12.21	0.00	52738.98	
12.22	0.00	52856.00	
12.23	0.00	52973.14	
12.24	0.00	53090.38	
12.25	0.00	53207.73	
12.26	0.00	53325.20	
12.27	0.00	53442.77	
12.28	0.00	53560.45	
12.29	0.00	53678.25	
12.30	0.00	53796.15	
12.31	0.00	53914.16	
12.32	0.00	54032.28	
12.33	0.00	54150.51	
12.34	0.00	54268.84	
12.35	0.00	54387.29	
12.36	0.00	54505.85	
12.37	0.00	54624.51	
12.38	0.00	54743.29	
12.39	0.00	54862.17	
12.40	0.00	54981.17	
12.41	0.00	55100.27	
12.42	0.00	55219.48	
12.43	0.00	55338.80	
12.44	0.00	55458.23	
12.45	0.00	55577.76	
12.46	0.00	55697.41	
12.47	0.00	55817.16	
12.48	0.00	55937.03	
12.49	0.00	56057.00	
12.50	0.00	56177.08	
12.51	0.00	56297.27	
12.52	0.00	56417.57	
12.53	0.00	56537.98	
12.54	0.00	56658.49	
12.55	0.00	56779.11	
12.56	0.00	56899.85	
12.57	0.00	57020.69	
12.58	0.00	57141.63	
12.59	0.00	57262.69	
12.60	0.00	57383.86	
12.61	0.00	57505.13	
12.62	0.00	57626.51	
12.63	0.00	57748.00	
12.64	0.00	57869.60	
12.65	0.00	57991.30	
12.66	0.00	58113.12	
12.67	0.00	58235.04	
12.68	0.00	58357.07	
12.69	0.00	58479.21	
12.70	0.00	58601.46	
12.71	0.00	58723.81	
12.72	0.00	58846.27	
12.73	0.00	58968.84	
12.74	0.00	59091.52	
12.75	0.00	59214.30	
12.76	0.00	59337.20	
12.77	0.00	59460.20	
12.78	0.00	59583.30	
12.79	0.00	59706.52	
12.80	0.00	59829.84	
12.81	0.00	59953.27	
12.82	0.00	60076.81	
12.83	0.00	60200.46	
12.84	0.00	60324.21	
12.85	0.00	60448.07	
12.86	0.00	60572.04	
12.87	0.00	60696.11	
12.88	0.00	60820.30	
12.89	0.00	60944.59	
12.90	0.00	61068.98	
12.91	0.00	61193.49	
12.92	0.00	61318.10	
12.93	0.00	61442.82	
12.94	0.00	61567.64	
12.95	0.00	61692.58	
12.96	0.00	61817.62	
12.97	0.00	61942.76	
12.98	0.00	62068.02	
12.99	0.00	62193.38	
13.00	0.00	62318.85	
13.01	0.00	62444.42	
13.02	0.00	62570.10	
13.03	0.00	62695.89	
13.04	0.00	62821.79	
13.05	0.00	62947.79	
13.06	0.00	63073.90	
13.07	0.00	63200.11	
13.08	0.00	63326.43	
13.09	0.00	63452.86	
13.10	0.00	63579.40	
13.11	0.00	63706.04	
13.12	0.00	63832.78	
13.13	0.00	63959.64	
13.14	0.00	64086.60	
13.15	0.00	64213.67	
13.16	0.00	64340.84	
13.17	0.00	64468.12	
13.18	0.00	64595.51	
13.19	0.00	64723.00	
13.20	0.00	64850.60	
13.21	0.00	64978.30	
13.22	0.00	65106.11	
13.23	0.00	65234.03	
13.24	0.00	65362.05	
13.25	0.00	65490.18	
13.26	0.00	65618.42	
13.27	0.00	65746.76	
13.28	0.00	65875.21	
13.29	0.00	66003.76	
13.30	0.00	66132.42	
13.31	0.00	66261.19	
13.32	0.00	66390.06	
13.33	0.00	66519.04	
13.34	0.00	66648.12	
13.35	0.00	66777.31	
13.36	0.00	66906.60	
13.37	0.00	67036.00	
13.38	0.00	67165.51	
13.39	0.00	67295.12	
13.40	0.00	67424.83	
13.41	0.00	67554.66	
13.42	0.00	67684.59	
13.43	0.00	67814.62	
13.44	0.00	67944.76	
13.45	0.00	68075.00	
13.46	0.00	68205.35	
13.47	0.00	68335.81	
13.48	0.00	68466.37	
13.49	0.00	68597.03	
13.50	0.00	68727.80	
13.51	0.00	68858.68	
13.52	0.00	68989.66	
13.53	0.00	69120.75	
13.54	0.00	69251.94	
13.55	0.00	69383.24	
13.56	0.00	69514.64	
13.57	0.00	69646.15	
13.58	0.00	69777.76	
13.59	0.00	69909.48	
13.60	0.00	70041.30	
13.61	0.00	70173.23	
13.62	0.00	70305.26	
13.63	0.00	70437.40	
13.64	0.00	70569.64	
13.65	0.00	70701.99	
13.66	0.00	70834.44	
13.67	0.00	70966.99	
13.68	0.00	71099.66	
13.69	0.00	71232.42	
13.70	0.00	71365.29	
13.71	0.00	71498.27	
13.72	0.00	71631.35	
13.73	0.00	71764.53	
13.74	0.00	71897.82	
13.75	0.00	72031.21	
13.76	0.00	72164.71	
13.77	0.00	72298.32	
13.78	0.00	72432.02	
13.79	0.00	72565.83	
13.80	0.00	72699.75	
13.81	0.00	72833.77	
13.82	0.00	72967.89	
13.83	0.00	73102.12	
13.84	0.00	73236.46	
13.85	0.00	73370.89	
13.86	0.00	73505.43	
13.87	0.00	73640.08	
13.88	0.00	73774.83	
13.89	0.00	73909.68	
13.90	0.00	74044.64	
13.91	0.00	74179.70	
13.92	0.00	74314.87	
13.93	0.00	74450.14	
13.94	0.00	74585.51	
13.95	0.00	74720.99	
13.96	0.00	74856.57	
13.97	0.00	74992.26	
13.98	0.00	75128.05	
13.99	0.00	75263.94	
14.00	0.00	75399.94	
14.01	0.00	75536.04	
14.02	0.00	75672.24	
14.03	0.00	75808.55	
14.04	0.00	75944.97	
14.05	0.00	76081.48	
14.06	0.00	76218.10	
14.07	0.00	76354.82	
14.08	0.00	76491.65	
14.09	0.00	76628.58	
14.10	0.00	76765.61	
14.11	0.00	76902.75	
14.12	0.00	77039.99	
14.13	0.00	77177.33	
14.14	0.00	77314.78	
14.15	0.00	77452.33	
14.16	0.00	77589.99	
14.17	0.00	77727.74	
14.18	0.00	77865.60	
14.19	0.00	78003.57	
14.20	0.00	78141.63	
14.21	0.00	78279.81	
14.22	0.00	78418.08	
14.23	0.00	78556.45	
14.24	0.00	78694.93	
14.25	0.00	78833.52	
14.26	0.00	78972.20	
14.27	0.00	79110.99	
14.28	0.00	79249.88	
14.29	0.00	79388.88	
14.30	0.00	79527.98	
14.31	0.00	79667.18	
14.32	0.00	79806.48	
14.33	0.00	79945.89	
14.34	0.00	80085.40	
14.35	0.00	80225.01	
14.36	0.00	80364.72	
14.37	0.00	80504.54	
14.38	0.00	80644.46	
14.39	0.00	80784.48	
14.40	0.00	80924.61	
14.41	0.00	81064.84	
14.42	0.00	81205.17	
14.43	0.00	81345.60	
14.44	0.00	81486.14	
14.45	0.00	81626.78	
14.46	0.00	81767.52	
14.47	0.00	81908.36	
14.48	0.00	82049.31	
14.49	0.00	82190.35	
14.50	0.00	82331.50	
14.51	0.00	82472.76	
14.52	0.00	82614.11	
14.53	0.00	82755.57	
14.54	0.00	82897.13	
14.55	0.00	83038.79	
14.56	0.00	83180.56	
14.57	0.00	83322.42	
14.58	0.00	83464.39	
14.59	0.00	83606.46	
14.60	0.00	83748.64	
14.61	0.00	83890.91	
14.62	0.00	84033.29	
14.63	0.00	84175.77	
14.64	0.00	84318.35	
14.65	0.00	84461.03	
14.66	0.00	84603.82	
14.67	0.00	84746.71	
14.68	0.00	84889.69	
14.69	0.00	85032.79	
14.70	0.00	85175.98	
14.71	0.00	85319.27	
14.72	0.00	85462.67	
14.73	0.00	85606.17	
14.74	0.00	85749.77	
14.75	0.00	85893.47	
14.76	0.00	86037.27	
14.77	0.00	86181.18	
14.78	0.00	86325.19	
14.79	0.00	86469.29	
14.80	0.00	86613.50	
14.81	0.00	86757.81	
14.82	0.00	86902.23	
14.83	0.00	87046.74	
14.84	0.00	87191.36	
14.85	0.00	87336.08	
14.86	0.00	87480.89	
14.87	0.00	87625.82	
14.88	0.00	87770.84	
14.89	0.00	87915.96	
14.90	0.00	88061.18	
14.91	0.00	88206.51	
14.92	0.00	88351.94	
14.93	0.00	88497.47	
14.94	0.00	88643.09	
14.95	0.00	88788.83	
14.96	0.00	88934.66	
14.97	0.00	89080.59	
14.98	0.00	89226.62	
14.99	0.00	89372.76	
15.00	0.00	89519.00	
15.01	0.00	89665.33	
15.02	0.00	89811.77	
15.03	0.00	89958.31	
15.04	0.00	90104.95	
15.05	0.00	90251.69	
15.06	0.00	90398.53	
15.07	0.00	90545.48	
15.08	0.00	90692.52	
15.09	0.00	90839.67	
15.10	0.00	90986.91	
15.11	0.00	91134.26	
15.12	0.00	91281.71	
15.13	0.00	91429.25	
15.14	0.00	91576.90	
15.15	0.00	91724.65	
15.16	0.00	91872.50	
15.17	0.00	92020.45	
15.18	0.00	92168.50	
15.19	0.00	92316.65	
15.20	0.00	92464.91	
15.21	0.00	92613.26	
15.22	0.00	92761.71	
15.23	0.00	92910.27	
15.24	0.00	93058.92	
15.25	0.00	93207.68	
15.26	0.00	93356.53	
15.27	0.00	93505.49	
15.28	0.00	93654.54	
15.29	0.00	93803.70	
15.30	0.00	93952.96	
15.31	0.00	94102.31	
15.32	0.00	94251.77	
15.33	0.00	94401.33	
15.34	0.00	94550.99	
15.35	0.00	94700.74	
15.36	0.00	94850.60	
15.37	0.00	95000.56	
15.38	0.00	95150.62	
15.39	0.00	95300.78	
15.40	0.00	95451.04	
15.41	0.00	95601.39	
15.42	0.00	95751.85	
15.43	0.00	95902.41	
15.44	0.00	96053.07	
15.45	0.00	96203.83	
15.46	0.00	96354.69	
15.47	0.00	96505.65	
15.48	0.00	96656.70	
15.49	0.00	96807.86	
15.50	0.00	96959.12	
15.51	0.00	97110.48	
15.52	0.00	97261.94	
15.53	0.00	97413.49	
15.54	0.00	97565.15	
15.55	0.00	97716.91	
15.56	0.00	97868.76	
15.57	0.00	98020.72	
15.58	0.00	98172.77	
15.59	0.00	98324.93	
15.60	0.00	98477.19	
15.61	0.00	98629.54	
15.62	0.00	98781.99	
15.63	0.00	98934.55	
15.64	0.00	99087.20	
15.65	0.00	99239.95	
15.66	0.00	99392.80	
15.67	0.00	99545.76	
15.68	0.00	99698.81	
15.69	0.00	99851.96	
15.70	0.00	100005.21	
15.71	0.00	100158.56	
15.72	0.00	100312.00	
15.73	0.00	100465.55	
15.74	0.00	100619.20	
15.75	0.00	100772.94	
15.76	0.00	100926.79	
15.77	0.00	101080.73	
15.78	0.00	101234.78	
15.79	0.00	101388.92	
15.80	0.00	101543.16	
15.81	0.00	101697.50	
15.82	0.00	101851.94	
15.83	0.00	102006.48	
15.84	0.00	102161.12	
15.85	0.00	102315.86	
15.86	0.00	102470.69	
15.87	0.00	102625.63	
15.88	0.00	102780.66	
15.89	0.00	102935.79	
15.90	0.00	103091.03	
15.91	0.00	103246.36	
15.92	0.00	103401.79	
15.93	0.00	103557.31	
15.94	0.00	103712.94	
15.95	0.00	103868.67	
15.96	0.00	104024.49	
15.97	0.00	104180.42	
15.98	0.00	104336.44	
15.99	0.00	104492.56	
16.00	0.00	104648.78	
16.01	0.00	104805.10	
16.02	0.00	104961.51	
16.03	0.00	105118.03	
16.04	0.00	105274.64	
16.05	0.00	105431.35	
16.06	0.00	105588.16	
16.07	0.00	105745.07	
16.08	0.00	105902.08	
16.09	0.00	106059.19	
16.10	0.00	106216.39	
16.11	0.00	106373.70	
16.12	0.00	106531.10	
16.13	0.00	106688.60	
16.14	0.00	106846.20	
16.15	0.00	107003.89	
16.16	0.00	107161.69	
16.17	0.00	107319.58	
16.18	0.00	107477.57	
16.19	0.00	107635.66	
16.20	0.00	107793.85	
16.21	0.00	107952.13	
16.22	0.00	108110.52	
16.23	0.00	108269.00	
16.24	0.00	108427.58	
16.25	0.00	108586.26	
16.26	0.00	108745.04	
16.27	0.00	108903.91	
16.28	0.00	109062.88	
16.29	0.00	109221.95	
16.30	0.00	109381.12	
16.31	0.00	109540.39	
16.32	0.00	109699.75	
16.33	0.00	109859.22	
16.34	0.00	110018.78	
16.35	0.00	110178.44	
16.36	0.00	110338.19	
16.37	0.00	110498.05	
16.38	0.00	110658.00	
16.39	0.00	110818.05	
16.40	0.00	110978.19	
16.41	0.00	111138.44	
16.42	0.00	111298.78	
16.43	0.00	111459.22	
16.44	0.00	111619.76	
16.45	0.00	111780.40	
16.46	0.00	111941.13	
16.47	0.00	112101.96	
16.48	0.00	112262.89	
16.49	0.00	112423.92	
16.50	0.00	112585.04	
16.51	0.00	112746.26	
16.52	0.00	112907.58	
16.53	0.00	113069.00	
16.54	0.00	113230.51	
16.55	0.00	113392.12	
16.56	0.00	113553.83	
16.57	0.00	113715.64	
16.58	0.00	113877.54	
16.59	0.00	114039.54	
16.60	0.00	114201.64	
16.61	0.00	114363.83	
16.62	0.00	114526.13	
16.63	0.00	114688.52	
16.64	0.00	114851.00	
16.65	0.00	115013.59	
16.66	0.00	115176.27	
16.67	0.00	115339.05	
16.68	0.00	115501.92	
16.69	0.00	115664.90	
16.70	0.00	115827.97	
16.71	0.00	115991.14	
16.72	0.00	116154.40	
16.73	0.00	116317.76	
16.74	0.00	116481.22	
16.75	0.00	116644.78	
16.76	0.00	116808.43	
16.77	0.00	116972.18	
16.78	0.00	117136.02	
16.79	0.00	117299.97	
16.80	0.00	117464.01	
16.81	0.00	117628.15	
16.82	0.00	117792.38	
16.83	0.00	117956.71	
16.84	0.00	118121.14	
16.85	0.00	118285.66	
16.86	0.00	118450.28	
16.87	0.00	118615.00	
16.88	0.00	118779.82	
16.89	0.00	118944.73	
16.90	0.00	119109.74	
16.91	0.00	119274.84	
16.92	0.00	119440.04	
16.93	0.00	119605.34	
16.94	0.00	119770.74	
16.95	0.00	119936.23	
16.96	0.00	120101.82	
16.97	0.00	120267.50	
16.98	0.00	120433.28	
16.99	0.00	120599.16	
17.00	0.00	120765.13	
17.01	0.00	120931.21	
17.02	0.00	121097.37	
17.03	0.00	121263.64	
17.04	0.00	121430.00	
17.05	0.00	121596.45	
17.06	0.00	121763.01	
17.07	0.00	121929.65	
17.08	0.00	122096.40	
17.09	0.00	122263.24	
17.10	0.00	122430.18	
17.11	0.00	122597.21	
17.12	0.00	122764.34	
17.13	0.00	122931.57	
17.14	0.00	123098.89	
17.15	0.00	123266.31	
17.16	0.00	123433.83	
17.17	0.00	123601.44	
17.18	0.00	123769.15	
17.19	0.00	123936.95	
17.20	0.00	124104.85	
17.21	0.00	124272.85	
17.22	0.00	124440.94	
17.23	0.00	124609.13	
17.24	0.00	124777.41	
17.25	0.00	124945.79	
17.26	0.00	125114.27	
17.27	0.00	125282.84	
17.28	0.00	125451.51	
17.29	0.00	125620.27	
17.30	0.00	125789.13	
17.31	0.00	125958.09	
17.32	0.00	126127.14	
17.33	0.00	126296.28	
17.34	0.00	126465.53	
17.35	0.00	126634.87	
17.36	0.00	126804.30	
17.37	0.00	126973.83	
17.38	0.00	127143.46	
17.39	0.00	127313.18	
17.40	0.00	127483.00	
17.41	0.00	127652.91	
17.42	0.00	127822.92	
17.43	0.00	127993.02	
17.44	0.00	128163.22	
17.45	0.00	128333.52	
17.46	0.00	128503.91	
17.47	0.00	128674.40	
17.48	0.00	128844.98	
17.49	0.00	129015.66	
17.50	0.00	129186.43	
17.51	0.00	129357.30	
17.52	0.00	129528.26	
17.53	0.00	129699.32	
17.54	0.00	129870.48	
17.55	0.00	130041.73	
17.56	0.00	130213.07	
17.57	0.00	130384.52	
17.58	0.00	130556.05	
17.59	0.00	130727.68	
17.60	0.00	130899.41	
17.61	0.00	131071.23	
17.62	0.00	131243.15	
17.63	0.00	131415.16	
17.64	0.00	131587.27	
17.65	0.00	131759.48	
17.66	0.00	131931.78	
17.67	0.00	132104.17	
17.68	0.00	132276.66	
17.69	0.00	132449.24	
17.70	0.00	132621.92	
17.71	0.00	132794.70	
17.72	0.00	132967.56	
17.73	0.00	133140.53	
17.74	0.00	133313.59	
17.75	0.00	133486.74	
17.76	0.00	133659.99	
17.77	0.00	133833.34	
17.78	0.00	134006.78	
17.79	0.00	134180.31	
17.80	0.00	134353.94	
17.81	0.00	134527.66	
17.82	0.00	134701.48	
17.83	0.00	134875.40	
17.84	0.00	135049.40	
17.85	0.00	135223.51	
17.86	0.00	135397.71	
17.87	0.00	135572.00	
17.88	0.00	135746.39	
17.89	0.00	135920.87	
17.90	0.00	136095.45	
17.91	0.00	136270.12	
17.92	0.00	136444.89	
17.93	0.00	136619.75	
17.94	0.00	136794.70	
17.95	0.00	136969.75	
17.96	0.00	137144.90	
17.97	0.00	137320.14	
17.98	0.00	137495.47	
17.99	0.00	137670.90	
18.00	0.00	137846.43	
18.01	0.00	138022.04	
18.02	0.00	138197.76	
18.03	0.00	138373.56	
18.04	0.00	138549.47	
18.05	0.00	138725.46	
18.06	0.00	138901.55	
18.07	0.00	139077.74	
18.08	0.00	139254.02	
18.09	0.00	139430.39	
18.10	0.00	139606.86	
18.11	0.00	139783.42	
18.12	0.00	139960.08	
18.13	0.00	140136.83	
18.14	0.00	140313.67	
18.15	0.00	140490.61	
18.16	0.00	140667.65	
18.17	0.00	140844.77	
18.18	0.00	141022.00	
18.19	0.00	141199.31	
18.20	0.00	141376.72	
18.21	0.00	141554.23	
18.22	0.00	141731.83	
18.23	0.00	141909.52	
18.24	0.00	142087.31	
18.25	0.00	142265.19	
18.26	0.00	142443.16	
18.27	0.00	142621.23	
18.28	0.00	142799.40	
18.29	0.00	142977.65	
18.30	0.00	143156.00	
18.31	0.00	143334.45	
18.32	0.00	143512.99	
18.33	0.00	143691.62	
18.34	0.00	143870.35	
18.35	0.00	144049.17	
18.36	0.00	144228.08	
18.37	0.00	144407.09	
18.38	0.00	144586.20	
18.39	0.00	144765.39	
18.40	0.00	144944.68	
18.41	0.00	145124.07	
18.42	0.00	145303.54	
18.43	0.00	145483.12	
18.44	0.00	145662.78	
18.45	0.00	145842.54	
18.46	0.00	146022.39	
18.47	0.00	146202.34	
18.48	0.00	146382.38	
18.49	0.00	146562.51	
18.50	0.00	146742.74	
18.51	0.00	146923.06	
18.52	0.00	147103.47	
18.53	0.00	147283.98	
18.54	0.00	147464.58	
18.55	0.00	147645.28	
18.56	0.00	147826.07	
18.57	0.00	148006.95	
18.58	0.00	148187.93	
18.59	0.00	148369.00	
18.60	0.00	148550.16	
18.61	0.00	148731.41	
18.62	0.00	148912.76	
18.63	0.00	149094.21	
18.64	0.00	149275.74	
18.65	0.00	149457.37	
18.66	0.00	149639.10	
18.67	0.00	149820.91	
18.68	0.00	150002.82	
18.69	0.00	150184.82	
18.70	0.00	150366.92	
18.71	0.00	150549.11	
18.72	0.00	150731.39	
18.73	0.00	150913.77	
18.74	0.00	151096.24	
18.75	0.00	151278.80	
18.76	0.00	151461.46	
18.77	0.00	151644.20	
18.78	0.00	151827.05	
18.79	0.00	152009.98	
18.80	0.00	152193.01	
18.81	0.00	152376.13	
18.82	0.00	152559.34	
18.83	0.00	152742.65	
18.84	0.00	152926.05	
18.85	0.00	153109.54	
18.86	0.00	153293.13	
18.87	0.00	153476.81	
18.88	0.00	153660.58	
18.89	0.00	153844.45	
18.90	0.00	154028.41	
18.91	0.00	154212.46	
18.92	0.00	154396.60	
18.93	0.00	154580.84	
18.94	0.00	154765.17	
18.95	0.00	154949.59	
18.96	0.00	155134.11	
18.97	0.00	155318.71	
18.98	0.00	155503.41	
18.99	0.00	155688.21	
19.00	0.00	155873.09	
19.01	0.00	156058.07	
19.02	0.00	156243.15	
19.03	0.00	156428.31	
19.04	0.00	156613.57	
19.05	0.00	156798.92	
19.06	0.00	156984.36	
19.07	0.00	157169.90	
19.08	0.00	157355.52	
19.09	0.00	157541.24	
19.10	0.00	157727.06	
19.11	0.00	157912.96	
19.12	0.00	158098.96	
19.13	0.00	158285.05	
19.14	0.00	158471.24	
19.15	0.00	158657.51	
19.16	0.00	158843.88	
19.17	0.00	159030.34	
19.18	0.00	159216.89	
19.19	0.00	159403.54	
19.20	0.00	159590.28	
19.21	0.00	159777.11	
19.22	0.00	159964.03	
19.23	0.00	160151.05	
19.24	0.00	160338.15	
19.25	0.00	160525.35	
19.26	0.00	160712.65	
19.27	0.00	160900.03	
19.28	0.00	161087.51	
19.29	0.00	161275.08	
19.30	0.00	161462.74	
19.31	0.00	161650.49	
19.32	0.00	161838.34	
19.33	0.00	162026.28	
19.34	0.00	162214.31	
19.35	0.00	162402.43	
19.36	0.00	162590.64	
19.37	0.00	162778.95	
19.38	0.00	162967.35	
19.39	0.00	163155.84	
19.40	0.00	163344.42	
19.41	0.00	163533.10	
19.42	0.00	163721.87	
19.43	0.00	163910.73	
19.44	0.00	164099.68	
19.45	0.00	164288.72	
19.46	0.00	164477.86	
19.47	0.00	164667.08	
19.48	0.00	164856.40	
19.49	0.00	165045.81	
19.50	0.00	165235.32	
19.51	0.00	165424.91	
19.52	0.00	165614.60	
19.53	0.00	165804.38	
19.54	0.00	165994.25	
19.55	0.00	166184.21	
19.56	0.00	166374.27	
19.57	0.00	166564.41	
19.58	0.00	166754.65	
19.59	0.00	166944.98	
19.60	0.00	167135.40	
19.61	0.00	167325.91	
19.62	0.00	167516.52	
19.63	0.00	167707.22	
19.64	0.00	167898.00	
19.65	0.00	168088.88	
19.66	0.00	168279.86	
19.67	0.00	168470.92	
19.68	0.00	168662.07	
