# //UNITED STATES GEOLOGICAL SURVEY       http://water.usgs.gov/
# //NATIONAL WATER INFORMATION SYSTEM     http://water.usgs.gov/data.html
# //DATA ARE PROVISIONAL AND SUBJECT TO CHANGE UNTIL PUBLISHED BY USGS
# //RETRIEVED: 2019-02-06 13:35:02
# //WARNING
# //WARNING The stage-discharge rating provided in this file should be
# //WARNING considered provisional and subject to change. Stage-discharge
# //WARNING ratings change over time as the channel features that control
# //WARNING the relation between stage and discharge vary. Users are
# //WARNING cautioned to consider carefully the applicability of this
# //WARNING rating before using it for decisions that concern personal or
# //WARNING public safety or operational consequences.
# //WARNING
# //WARNING This rating does not include any shifts that may have been
# //WARNING used along with this base rating in converting stage to
# //WARNING discharge at this site. Stage data processed with the rating
# //WARNING thus may not match that displayed or published by the USGS.
# //WARNING
# //FILE TYPE="NWIS RATING" 
# //DATABASE NUMBER=01 DESCRIPTION=" Standard data base for this site."
# //STATION AGENCY="USGS " NUMBER="01554000       " TIME_ZONE="EST" DST_FLAG=Y
# //STATION NAME="Susquehanna River at Sunbury, PA"
# //LABEL="Discharge (ft^3/s)"
# //PARAMETER CODE="00060"
# //RATING SHIFTED="20190206133502 EST"
# //RATING ID="18.0" TYPE="STGQ" NAME="stage-discharge" AGING=????
# //RATING REMARKS="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //RATING EXPANSION="logarithmic"
# //RATING BREAKPOINT1=1.050000E+01
# //RATING OFFSET1=3.500000E+00 OFFSET2=4.400000E+00
# //RATING_INDEP ROUNDING="????" PARAMETER="Gage height (ft)"
# //RATING_DEP ROUNDING="????" PARAMETER="Discharge (ft^3/s)"
# //RATING_DATETIME BEGIN=20101102230000 BZONE=-05:00 END=20170120000000 EZONE=-05:00 AGING=1
# //RATING_DATETIME COMMENT="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //RATING_DATETIME BEGIN=20170120000000 BZONE=-05:00 END=-------------- EZONE=--- AGING=1
# //RATING_DATETIME COMMENT="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //SHIFT_PREV BEGIN="20190205125942" BZONE="-05:00" END="--------------" EZONE="---"
# //SHIFT_PREV STAGE1="6.00" SHIFT1="0.15" STAGE2="8.00" SHIFT2="0.00"
# //SHIFT_PREV COMMENT="M563: data aging, continue until disproven"
# //SHIFT_NEXT BEGIN="--------------" BZONE="---" END="--------------" EZONE="---"
# //SHIFT_NEXT STAGE1="---" SHIFT1="---" STAGE2="---" SHIFT2="---" STAGE3="---" SHIFT3="---"
# //SHIFT_NEXT COMMENT=" "
INDEP	SHIFT	DEP	STOR
28.74	0.00	379426.80	
28.75	0.00	379699.57	
28.76	0.00	379972.43	
28.77	0.00	380245.37	
28.78	0.00	380518.39	
28.79	0.00	380791.50	
28.80	0.00	381064.69	
28.81	0.00	381337.96	
28.82	0.00	381611.32	
28.83	0.00	381884.77	
28.84	0.00	382158.29	
28.85	0.00	382431.90	
28.86	0.00	382705.60	
28.87	0.00	382979.38	
28.88	0.00	383253.24	
28.89	0.00	383527.19	
28.90	0.00	383801.22	
28.91	0.00	384075.33	
28.92	0.00	384349.53	
28.93	0.00	384623.81	
28.94	0.00	384898.17	
28.95	0.00	385172.62	
28.96	0.00	385447.16	
28.97	0.00	385721.77	
28.98	0.00	385996.47	
28.99	0.00	386271.26	
29.00	0.00	386546.13	
29.01	0.00	386821.08	
29.02	0.00	387096.11	
29.03	0.00	387371.23	
29.04	0.00	387646.44	
29.05	0.00	387921.72	
29.06	0.00	388197.09	
29.07	0.00	388472.55	
29.08	0.00	388748.09	
29.09	0.00	389023.71	
29.10	0.00	389299.41	
29.11	0.00	389575.20	
29.12	0.00	389851.07	
29.13	0.00	390127.03	
29.14	0.00	390403.07	
29.15	0.00	390679.19	
29.16	0.00	390955.40	
29.17	0.00	391231.69	
29.18	0.00	391508.07	
29.19	0.00	391784.52	
29.20	0.00	392061.07	
29.21	0.00	392337.69	
29.22	0.00	392614.40	
29.23	0.00	392891.19	
29.24	0.00	393168.07	
29.25	0.00	393445.03	
29.26	0.00	393722.07	
29.27	0.00	393999.20	
29.28	0.00	394276.41	
29.29	0.00	394553.70	
29.30	0.00	394831.08	
29.31	0.00	395108.54	
29.32	0.00	395386.09	
29.33	0.00	395663.71	
29.34	0.00	395941.42	
29.35	0.00	396219.22	
29.36	0.00	396497.10	
29.37	0.00	396775.06	
29.38	0.00	397053.10	
29.39	0.00	397331.23	
29.40	0.00	397609.44	
29.41	0.00	397887.74	
29.42	0.00	398166.12	
29.43	0.00	398444.58	
29.44	0.00	398723.13	
29.45	0.00	399001.76	
29.46	0.00	399280.47	
29.47	0.00	399559.26	
29.48	0.00	399838.14	
29.49	0.00	400117.11	
29.50	0.00	400396.15	
29.51	0.00	400675.28	
29.52	0.00	400954.49	
29.53	0.00	401233.79	
29.54	0.00	401513.17	
29.55	0.00	401792.63	
29.56	0.00	402072.18	
29.57	0.00	402351.81	
29.58	0.00	402631.52	
29.59	0.00	402911.31	
29.60	0.00	403191.19	
29.61	0.00	403471.15	
29.62	0.00	403751.20	
29.63	0.00	404031.33	
29.64	0.00	404311.54	
29.65	0.00	404591.84	
29.66	0.00	404872.21	
29.67	0.00	405152.68	
29.68	0.00	405433.22	
29.69	0.00	405713.85	
29.70	0.00	405994.56	
29.71	0.00	406275.35	
29.72	0.00	406556.23	
29.73	0.00	406837.19	
29.74	0.00	407118.24	
29.75	0.00	407399.36	
29.76	0.00	407680.57	
29.77	0.00	407961.87	
29.78	0.00	408243.24	
29.79	0.00	408524.70	
29.80	0.00	408806.24	
29.81	0.00	409087.87	
29.82	0.00	409369.58	
29.83	0.00	409651.37	
29.84	0.00	409933.25	
29.85	0.00	410215.20	
29.86	0.00	410497.24	
29.87	0.00	410779.37	
29.88	0.00	411061.58	
29.89	0.00	411343.87	
29.90	0.00	411626.24	
29.91	0.00	411908.69	
29.92	0.00	412191.23	
29.93	0.00	412473.86	
29.94	0.00	412756.56	
29.95	0.00	413039.35	
29.96	0.00	413322.22	
29.97	0.00	413605.17	
29.98	0.00	413888.21	
29.99	0.00	414171.33	
30.00	0.00	414454.53	
30.01	0.00	414737.82	
30.02	0.00	415021.19	
30.03	0.00	415304.64	
30.04	0.00	415588.17	
30.05	0.00	415871.79	
30.06	0.00	416155.49	
30.07	0.00	416439.28	
30.08	0.00	416723.14	
30.09	0.00	417007.09	
30.10	0.00	417291.12	
30.11	0.00	417575.24	
30.12	0.00	417859.43	
30.13	0.00	418143.71	
30.14	0.00	418428.08	
30.15	0.00	418712.52	
30.16	0.00	418997.05	
30.17	0.00	419281.66	
30.18	0.00	419566.36	
30.19	0.00	419851.14	
30.20	0.00	420136.00	
30.21	0.00	420420.94	
30.22	0.00	420705.96	
30.23	0.00	420991.07	
30.24	0.00	421276.26	
30.25	0.00	421561.54	
30.26	0.00	421846.89	
30.27	0.00	422132.33	
30.28	0.00	422417.85	
30.29	0.00	422703.46	
30.30	0.00	422989.15	
30.31	0.00	423274.92	
30.32	0.00	423560.77	
30.33	0.00	423846.70	
30.34	0.00	424132.72	
30.35	0.00	424418.82	
30.36	0.00	424705.01	
30.37	0.00	424991.27	
30.38	0.00	425277.62	
30.39	0.00	425564.05	
30.40	0.00	425850.57	
30.41	0.00	426137.16	
30.42	0.00	426423.84	
30.43	0.00	426710.60	
30.44	0.00	426997.45	
30.45	0.00	427284.37	
30.46	0.00	427571.38	
30.47	0.00	427858.47	
30.48	0.00	428145.65	
30.49	0.00	428432.91	
30.50	0.00	428720.25	
30.51	0.00	429007.67	
30.52	0.00	429295.17	
30.53	0.00	429582.76	
30.54	0.00	429870.43	
30.55	0.00	430158.18	
30.56	0.00	430446.02	
30.57	0.00	430733.93	
30.58	0.00	431021.93	
30.59	0.00	431310.01	
30.60	0.00	431598.18	
30.61	0.00	431886.43	
30.62	0.00	432174.76	
30.63	0.00	432463.17	
30.64	0.00	432751.66	
30.65	0.00	433040.24	
30.66	0.00	433328.90	
30.67	0.00	433617.64	
30.68	0.00	433906.46	
30.69	0.00	434195.37	
30.70	0.00	434484.36	
30.71	0.00	434773.43	
30.72	0.00	435062.58	
30.73	0.00	435351.82	
30.74	0.00	435641.14	
30.75	0.00	435930.54	
30.76	0.00	436220.02	
30.77	0.00	436509.58	
30.78	0.00	436799.23	
30.79	0.00	437088.96	
30.80	0.00	437378.77	
30.81	0.00	437668.67	
30.82	0.00	437958.64	
30.83	0.00	438248.70	
30.84	0.00	438538.84	
30.85	0.00	438829.07	
30.86	0.00	439119.37	
30.87	0.00	439409.76	
30.88	0.00	439700.23	
30.89	0.00	439990.78	
30.90	0.00	440281.42	
30.91	0.00	440572.14	
30.92	0.00	440862.93	
30.93	0.00	441153.82	
30.94	0.00	441444.78	
30.95	0.00	441735.82	
30.96	0.00	442026.95	
30.97	0.00	442318.16	
30.98	0.00	442609.45	
30.99	0.00	442900.83	
31.00	0.00	443192.29	
31.01	0.00	443483.82	
31.02	0.00	443775.44	
31.03	0.00	444067.15	
31.04	0.00	444358.93	
31.05	0.00	444650.80	
31.06	0.00	444942.75	
31.07	0.00	445234.78	
31.08	0.00	445526.89	
31.09	0.00	445819.09	
31.10	0.00	446111.37	
31.11	0.00	446403.73	
31.12	0.00	446696.17	
31.13	0.00	446988.69	
31.14	0.00	447281.30	
31.15	0.00	447573.98	
31.16	0.00	447866.75	
31.17	0.00	448159.61	
31.18	0.00	448452.54	
31.19	0.00	448745.56	
31.20	0.00	449038.65	
31.21	0.00	449331.83	
31.22	0.00	449625.09	
31.23	0.00	449918.44	
31.24	0.00	450211.86	
31.25	0.00	450505.37	
31.26	0.00	450798.96	
31.27	0.00	451092.63	
31.28	0.00	451386.39	
31.29	0.00	451680.22	
31.30	0.00	451974.14	
31.31	0.00	452268.14	
31.32	0.00	452562.22	
31.33	0.00	452856.38	
31.34	0.00	453150.63	
31.35	0.00	453444.95	
31.36	0.00	453739.36	
31.37	0.00	454033.85	
31.38	0.00	454328.42	
31.39	0.00	454623.08	
31.40	0.00	454917.81	
31.41	0.00	455212.63	
31.42	0.00	455507.53	
31.43	0.00	455802.51	
31.44	0.00	456097.58	
31.45	0.00	456392.72	
31.46	0.00	456687.95	
31.47	0.00	456983.26	
31.48	0.00	457278.65	
31.49	0.00	457574.12	
31.50	0.00	457869.67	
31.51	0.00	458165.31	
31.52	0.00	458461.03	
31.53	0.00	458756.83	
31.54	0.00	459052.71	
31.55	0.00	459348.67	
31.56	0.00	459644.71	
31.57	0.00	459940.84	
31.58	0.00	460237.05	
31.59	0.00	460533.34	
31.60	0.00	460829.71	
31.61	0.00	461126.16	
31.62	0.00	461422.70	
31.63	0.00	461719.31	
31.64	0.00	462016.01	
31.65	0.00	462312.79	
31.66	0.00	462609.65	
31.67	0.00	462906.59	
31.68	0.00	463203.62	
31.69	0.00	463500.72	
31.70	0.00	463797.91	
31.71	0.00	464095.18	
31.72	0.00	464392.53	
31.73	0.00	464689.97	
31.74	0.00	464987.48	
31.75	0.00	465285.07	
31.76	0.00	465582.75	
31.77	0.00	465880.51	
31.78	0.00	466178.35	
31.79	0.00	466476.27	
31.80	0.00	466774.28	
31.81	0.00	467072.36	
31.82	0.00	467370.53	
31.83	0.00	467668.78	
31.84	0.00	467967.11	
31.85	0.00	468265.52	
31.86	0.00	468564.01	
31.87	0.00	468862.58	
31.88	0.00	469161.24	
31.89	0.00	469459.98	
31.90	0.00	469758.79	
31.91	0.00	470057.69	
31.92	0.00	470356.67	
31.93	0.00	470655.74	
31.94	0.00	470954.88	
31.95	0.00	471254.11	
31.96	0.00	471553.41	
31.97	0.00	471852.80	
31.98	0.00	472152.27	
31.99	0.00	472451.82	
32.00	0.00	472751.46	
32.01	0.00	473051.17	
32.02	0.00	473350.97	
32.03	0.00	473650.84	
32.04	0.00	473950.80	
32.05	0.00	474250.84	
32.06	0.00	474550.96	
32.07	0.00	474851.16	
32.08	0.00	475151.45	
32.09	0.00	475451.81	
32.10	0.00	475752.26	
32.11	0.00	476052.78	
32.12	0.00	476353.39	
32.13	0.00	476654.08	
32.14	0.00	476954.85	
32.15	0.00	477255.71	
32.16	0.00	477556.64	
32.17	0.00	477857.66	
32.18	0.00	478158.75	
32.19	0.00	478459.93	
32.20	0.00	478761.19	
32.21	0.00	479062.53	
32.22	0.00	479363.95	
32.23	0.00	479665.45	
32.24	0.00	479967.04	
32.25	0.00	480268.70	
32.26	0.00	480570.45	
32.27	0.00	480872.28	
32.28	0.00	481174.18	
32.29	0.00	481476.17	
32.30	0.00	481778.25	
32.31	0.00	482080.40	
32.32	0.00	482382.63	
32.33	0.00	482684.94	
32.34	0.00	482987.34	
32.35	0.00	483289.82	
32.36	0.00	483592.37	
32.37	0.00	483895.01	
32.38	0.00	484197.73	
32.39	0.00	484500.53	
32.40	0.00	484803.42	
32.41	0.00	485106.38	
32.42	0.00	485409.42	
32.43	0.00	485712.55	
32.44	0.00	486015.76	
32.45	0.00	486319.04	
32.46	0.00	486622.41	
32.47	0.00	486925.86	
32.48	0.00	487229.39	
32.49	0.00	487533.01	
32.50	0.00	487836.70	
32.51	0.00	488140.47	
32.52	0.00	488444.33	
32.53	0.00	488748.26	
32.54	0.00	489052.28	
32.55	0.00	489356.38	
32.56	0.00	489660.56	
32.57	0.00	489964.82	
32.58	0.00	490269.16	
32.59	0.00	490573.58	
32.60	0.00	490878.08	
32.61	0.00	491182.66	
32.62	0.00	491487.33	
32.63	0.00	491792.07	
32.64	0.00	492096.90	
32.65	0.00	492401.81	
32.66	0.00	492706.80	
32.67	0.00	493011.87	
32.68	0.00	493317.02	
32.69	0.00	493622.25	
32.70	0.00	493927.56	
32.71	0.00	494232.95	
32.72	0.00	494538.42	
32.73	0.00	494843.98	
32.74	0.00	495149.61	
32.75	0.00	495455.33	
32.76	0.00	495761.13	
32.77	0.00	496067.01	
32.78	0.00	496372.96	
32.79	0.00	496679.00	
32.80	0.00	496985.12	
32.81	0.00	497291.32	
32.82	0.00	497597.61	
32.83	0.00	497903.97	
32.84	0.00	498210.41	
32.85	0.00	498516.94	
32.86	0.00	498823.54	
32.87	0.00	499130.23	
32.88	0.00	499436.99	
32.89	0.00	499743.84	
32.90	0.00	500050.77	
32.91	0.00	500357.78	
32.92	0.00	500664.87	
32.93	0.00	500972.04	
32.94	0.00	501279.29	
32.95	0.00	501586.62	
32.96	0.00	501894.03	
32.97	0.00	502201.52	
32.98	0.00	502509.10	
32.99	0.00	502816.75	
33.00	0.00	503124.49	
33.01	0.00	503432.30	
33.02	0.00	503740.20	
33.03	0.00	504048.18	
33.04	0.00	504356.23	
33.05	0.00	504664.37	
33.06	0.00	504972.59	
33.07	0.00	505280.89	
33.08	0.00	505589.27	
33.09	0.00	505897.73	
33.10	0.00	506206.27	
33.11	0.00	506514.89	
33.12	0.00	506823.60	
33.13	0.00	507132.38	
33.14	0.00	507441.24	
33.15	0.00	507750.19	
33.16	0.00	508059.21	
33.17	0.00	508368.32	
33.18	0.00	508677.50	
33.19	0.00	508986.77	
33.20	0.00	509296.12	
33.21	0.00	509605.54	
33.22	0.00	509915.05	
33.23	0.00	510224.64	
33.24	0.00	510534.31	
33.25	0.00	510844.06	
33.26	0.00	511153.89	
33.27	0.00	511463.80	
33.28	0.00	511773.79	
33.29	0.00	512083.86	
33.30	0.00	512394.01	
33.31	0.00	512704.24	
33.32	0.00	513014.56	
33.33	0.00	513324.95	
33.34	0.00	513635.42	
33.35	0.00	513945.98	
33.36	0.00	514256.61	
33.37	0.00	514567.32	
33.38	0.00	514878.12	
33.39	0.00	515189.00	
33.40	0.00	515499.95	
33.41	0.00	515810.99	
33.42	0.00	516122.10	
33.43	0.00	516433.30	
33.44	0.00	516744.58	
33.45	0.00	517055.94	
33.46	0.00	517367.37	
33.47	0.00	517678.89	
33.48	0.00	517990.49	
33.49	0.00	518302.17	
33.50	0.00	518613.93	
33.51	0.00	518925.77	
33.52	0.00	519237.69	
33.53	0.00	519549.69	
33.54	0.00	519861.77	
33.55	0.00	520173.93	
33.56	0.00	520486.17	
33.57	0.00	520798.49	
33.58	0.00	521110.90	
33.59	0.00	521423.38	
33.60	0.00	521735.94	
33.61	0.00	522048.58	
33.62	0.00	522361.30	
33.63	0.00	522674.11	
33.64	0.00	522986.99	
33.65	0.00	523299.95	
33.66	0.00	523613.00	
33.67	0.00	523926.12	
33.68	0.00	524239.33	
33.69	0.00	524552.61	
33.70	0.00	524865.97	
33.71	0.00	525179.42	
33.72	0.00	525492.94	
33.73	0.00	525806.55	
33.74	0.00	526120.23	
33.75	0.00	526434.00	
33.76	0.00	526747.84	
33.77	0.00	527061.77	
33.78	0.00	527375.77	
33.79	0.00	527689.86	
33.80	0.00	528004.03	
33.81	0.00	528318.27	
33.82	0.00	528632.60	
33.83	0.00	528947.00	
33.84	0.00	529261.49	
33.85	0.00	529576.06	
33.86	0.00	529890.70	
33.87	0.00	530205.43	
33.88	0.00	530520.23	
33.89	0.00	530835.12	
33.90	0.00	531150.09	
33.91	0.00	531465.13	
33.92	0.00	531780.26	
33.93	0.00	532095.47	
33.94	0.00	532410.75	
33.95	0.00	532726.12	
33.96	0.00	533041.57	
33.97	0.00	533357.09	
33.98	0.00	533672.70	
33.99	0.00	533988.39	
34.00	0.00	534304.15	
34.01	0.00	534620.00	
34.02	0.00	534935.93	
34.03	0.00	535251.93	
34.04	0.00	535568.02	
34.05	0.00	535884.19	
34.06	0.00	536200.43	
34.07	0.00	536516.76	
34.08	0.00	536833.16	
34.09	0.00	537149.65	
34.10	0.00	537466.22	
34.11	0.00	537782.86	
34.12	0.00	538099.59	
34.13	0.00	538416.39	
34.14	0.00	538733.28	
34.15	0.00	539050.24	
34.16	0.00	539367.29	
34.17	0.00	539684.41	
34.18	0.00	540001.62	
34.19	0.00	540318.90	
34.20	0.00	540636.27	
34.21	0.00	540953.71	
34.22	0.00	541271.24	
34.23	0.00	541588.84	
34.24	0.00	541906.53	
34.25	0.00	542224.29	
34.26	0.00	542542.13	
34.27	0.00	542860.06	
34.28	0.00	543178.06	
34.29	0.00	543496.14	
34.30	0.00	543814.31	
34.31	0.00	544132.55	
34.32	0.00	544450.87	
34.33	0.00	544769.27	
34.34	0.00	545087.75	
34.35	0.00	545406.32	
34.36	0.00	545724.96	
34.37	0.00	546043.68	
34.38	0.00	546362.48	
34.39	0.00	546681.36	
34.40	0.00	547000.31	*
34.41	0.00	547308.85	
34.42	0.00	547617.46	
34.43	0.00	547926.15	
34.44	0.00	548234.90	
34.45	0.00	548543.73	
34.46	0.00	548852.63	
34.47	0.00	549161.60	
34.48	0.00	549470.64	
34.49	0.00	549779.75	
34.50	0.00	550088.93	
34.51	0.00	550398.18	
34.52	0.00	550707.51	
34.53	0.00	551016.90	
34.54	0.00	551326.37	
34.55	0.00	551635.90	
34.56	0.00	551945.51	
34.57	0.00	552255.19	
34.58	0.00	552564.94	
34.59	0.00	552874.76	
34.60	0.00	553184.66	
34.61	0.00	553494.62	
34.62	0.00	553804.66	
34.63	0.00	554114.76	
34.64	0.00	554424.94	
34.65	0.00	554735.19	
34.66	0.00	555045.50	
34.67	0.00	555355.89	
34.68	0.00	555666.35	
34.69	0.00	555976.89	
34.70	0.00	556287.49	
34.71	0.00	556598.16	
34.72	0.00	556908.91	
34.73	0.00	557219.72	
34.74	0.00	557530.61	
34.75	0.00	557841.56	
34.76	0.00	558152.59	
34.77	0.00	558463.69	
34.78	0.00	558774.86	
34.79	0.00	559086.10	
34.80	0.00	559397.41	
34.81	0.00	559708.80	
34.82	0.00	560020.25	
34.83	0.00	560331.77	
34.84	0.00	560643.37	
34.85	0.00	560955.03	
34.86	0.00	561266.77	
34.87	0.00	561578.58	
34.88	0.00	561890.46	
34.89	0.00	562202.40	
34.90	0.00	562514.42	
34.91	0.00	562826.52	
34.92	0.00	563138.68	
34.93	0.00	563450.91	
34.94	0.00	563763.21	
34.95	0.00	564075.59	
34.96	0.00	564388.03	
34.97	0.00	564700.55	
34.98	0.00	565013.13	
34.99	0.00	565325.79	
35.00	0.00	565638.52	
35.01	0.00	565951.31	
35.02	0.00	566264.18	
35.03	0.00	566577.12	
35.04	0.00	566890.13	
35.05	0.00	567203.22	
35.06	0.00	567516.37	
35.07	0.00	567829.59	
35.08	0.00	568142.88	
35.09	0.00	568456.25	
35.10	0.00	568769.68	
35.11	0.00	569083.19	
35.12	0.00	569396.76	
35.13	0.00	569710.41	
35.14	0.00	570024.13	
35.15	0.00	570337.91	
35.16	0.00	570651.77	
35.17	0.00	570965.70	
35.18	0.00	571279.70	
35.19	0.00	571593.77	
35.20	0.00	571907.91	
35.21	0.00	572222.12	
35.22	0.00	572536.41	
35.23	0.00	572850.76	
35.24	0.00	573165.18	
35.25	0.00	573479.67	
35.26	0.00	573794.24	
35.27	0.00	574108.87	
35.28	0.00	574423.58	
35.29	0.00	574738.35	
35.30	0.00	575053.20	
35.31	0.00	575368.12	
35.32	0.00	575683.11	
35.33	0.00	575998.16	
35.34	0.00	576313.29	
35.35	0.00	576628.49	
35.36	0.00	576943.76	
35.37	0.00	577259.10	
35.38	0.00	577574.51	
35.39	0.00	577889.99	
35.40	0.00	578205.54	
35.41	0.00	578521.16	
35.42	0.00	578836.86	
35.43	0.00	579152.62	
35.44	0.00	579468.45	
35.45	0.00	579784.35	
35.46	0.00	580100.33	
35.47	0.00	580416.37	
35.48	0.00	580732.49	
35.49	0.00	581048.67	
35.50	0.00	581364.93	
35.51	0.00	581681.25	
35.52	0.00	581997.65	
35.53	0.00	582314.12	
35.54	0.00	582630.65	
35.55	0.00	582947.26	
35.56	0.00	583263.94	
35.57	0.00	583580.68	
35.58	0.00	583897.50	
35.59	0.00	584214.39	
35.60	0.00	584531.35	
35.61	0.00	584848.38	
35.62	0.00	585165.48	
35.63	0.00	585482.65	
35.64	0.00	585799.89	
35.65	0.00	586117.20	
35.66	0.00	586434.58	
35.67	0.00	586752.03	
35.68	0.00	587069.55	
35.69	0.00	587387.14	
35.70	0.00	587704.80	
35.71	0.00	588022.54	
35.72	0.00	588340.34	
35.73	0.00	588658.21	
35.74	0.00	588976.15	
35.75	0.00	589294.16	
35.76	0.00	589612.25	
35.77	0.00	589930.40	
35.78	0.00	590248.62	
35.79	0.00	590566.92	
35.80	0.00	590885.28	
35.81	0.00	591203.71	
35.82	0.00	591522.22	
35.83	0.00	591840.79	
35.84	0.00	592159.44	
35.85	0.00	592478.15	
35.86	0.00	592796.94	
35.87	0.00	593115.79	
35.88	0.00	593434.72	
35.89	0.00	593753.71	
35.90	0.00	594072.78	
35.91	0.00	594391.91	
35.92	0.00	594711.12	
35.93	0.00	595030.39	
35.94	0.00	595349.74	
35.95	0.00	595669.15	
35.96	0.00	595988.64	
35.97	0.00	596308.19	
35.98	0.00	596627.82	
35.99	0.00	596947.51	
36.00	0.00	597267.28	
36.01	0.00	597587.12	
36.02	0.00	597907.02	
36.03	0.00	598227.00	
36.04	0.00	598547.04	
36.05	0.00	598867.16	
36.06	0.00	599187.34	
36.07	0.00	599507.60	
36.08	0.00	599827.93	
36.09	0.00	600148.32	
36.10	0.00	600468.79	
36.11	0.00	600789.32	
36.12	0.00	601109.93	
36.13	0.00	601430.60	
36.14	0.00	601751.35	
36.15	0.00	602072.16	
36.16	0.00	602393.05	
36.17	0.00	602714.01	
36.18	0.00	603035.03	
36.19	0.00	603356.13	
36.20	0.00	603677.29	
36.21	0.00	603998.53	
36.22	0.00	604319.83	
36.23	0.00	604641.20	
36.24	0.00	604962.65	
36.25	0.00	605284.16	
36.26	0.00	605605.75	
36.27	0.00	605927.40	
36.28	0.00	606249.13	
36.29	0.00	606570.92	
36.30	0.00	606892.78	
36.31	0.00	607214.72	
36.32	0.00	607536.72	
36.33	0.00	607858.79	
36.34	0.00	608180.94	
36.35	0.00	608503.15	
36.36	0.00	608825.43	
36.37	0.00	609147.78	
36.38	0.00	609470.21	
36.39	0.00	609792.70	
36.40	0.00	610115.26	
36.41	0.00	610437.89	
36.42	0.00	610760.59	
36.43	0.00	611083.36	
36.44	0.00	611406.20	
36.45	0.00	611729.11	
36.46	0.00	612052.09	
36.47	0.00	612375.14	
36.48	0.00	612698.26	
36.49	0.00	613021.45	
36.50	0.00	613344.71	
36.51	0.00	613668.04	
36.52	0.00	613991.44	
36.53	0.00	614314.91	
36.54	0.00	614638.44	
36.55	0.00	614962.05	
36.56	0.00	615285.73	
36.57	0.00	615609.48	
36.58	0.00	615933.29	
36.59	0.00	616257.18	
36.60	0.00	616581.13	
36.61	0.00	616905.16	
36.62	0.00	617229.25	
36.63	0.00	617553.42	
36.64	0.00	617877.65	
36.65	0.00	618201.95	
36.66	0.00	618526.33	
36.67	0.00	618850.77	
36.68	0.00	619175.28	
36.69	0.00	619499.87	
36.70	0.00	619824.52	
36.71	0.00	620149.24	
36.72	0.00	620474.03	
36.73	0.00	620798.89	
36.74	0.00	621123.82	
36.75	0.00	621448.82	
36.76	0.00	621773.89	
36.77	0.00	622099.02	
36.78	0.00	622424.23	
36.79	0.00	622749.51	
36.80	0.00	623074.86	
36.81	0.00	623400.27	
36.82	0.00	623725.76	
36.83	0.00	624051.31	
36.84	0.00	624376.94	
36.85	0.00	624702.63	
36.86	0.00	625028.40	
36.87	0.00	625354.23	
36.88	0.00	625680.13	
36.89	0.00	626006.10	
36.90	0.00	626332.15	
36.91	0.00	626658.26	
36.92	0.00	626984.44	
36.93	0.00	627310.69	
36.94	0.00	627637.01	
36.95	0.00	627963.40	
36.96	0.00	628289.85	
36.97	0.00	628616.38	
36.98	0.00	628942.98	
36.99	0.00	629269.64	
37.00	0.00	629596.38	
37.01	0.00	629923.18	
37.02	0.00	630250.06	
37.03	0.00	630577.00	
37.04	0.00	630904.01	
37.05	0.00	631231.10	
37.06	0.00	631558.25	
37.07	0.00	631885.47	
37.08	0.00	632212.76	
37.09	0.00	632540.12	
37.10	0.00	632867.55	
37.11	0.00	633195.05	
37.12	0.00	633522.61	
37.13	0.00	633850.25	
37.14	0.00	634177.96	
37.15	0.00	634505.73	
37.16	0.00	634833.57	
37.17	0.00	635161.49	
37.18	0.00	635489.47	
37.19	0.00	635817.52	
37.20	0.00	636145.65	
37.21	0.00	636473.84	
37.22	0.00	636802.10	
37.23	0.00	637130.43	
37.24	0.00	637458.82	
37.25	0.00	637787.29	
37.26	0.00	638115.83	
37.27	0.00	638444.43	
37.28	0.00	638773.11	
37.29	0.00	639101.85	
37.30	0.00	639430.67	
37.31	0.00	639759.55	
37.32	0.00	640088.50	
37.33	0.00	640417.52	
37.34	0.00	640746.61	
37.35	0.00	641075.77	
37.36	0.00	641405.00	
37.37	0.00	641734.30	
37.38	0.00	642063.66	
37.39	0.00	642393.10	
37.40	0.00	642722.60	
37.41	0.00	643052.18	
37.42	0.00	643381.82	
37.43	0.00	643711.53	
37.44	0.00	644041.32	
37.45	0.00	644371.17	
37.46	0.00	644701.09	
37.47	0.00	645031.07	
37.48	0.00	645361.13	
37.49	0.00	645691.26	
37.50	0.00	646021.45	
37.51	0.00	646351.72	
37.52	0.00	646682.05	
37.53	0.00	647012.45	
37.54	0.00	647342.93	
37.55	0.00	647673.47	
37.56	0.00	648004.08	
37.57	0.00	648334.76	
37.58	0.00	648665.50	
37.59	0.00	648996.32	
37.60	0.00	649327.21	
37.61	0.00	649658.16	
37.62	0.00	649989.18	
37.63	0.00	650320.28	
37.64	0.00	650651.44	
37.65	0.00	650982.67	
37.66	0.00	651313.97	
37.67	0.00	651645.34	
37.68	0.00	651976.77	
37.69	0.00	652308.28	
37.70	0.00	652639.86	
37.71	0.00	652971.50	
37.72	0.00	653303.21	
37.73	0.00	653634.99	
37.74	0.00	653966.84	
37.75	0.00	654298.76	
37.76	0.00	654630.75	
37.77	0.00	654962.81	
37.78	0.00	655294.94	
